gameId,playId,blocker_nflId,rusher_nflId,outcome,frameId,team,x,y,s,a,dis,o,dir,event,playDescription,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,playResult,passResult,absoluteYardlineNumber,offenseFormation,foulName1,foulName2,foulNFLId1,foulNFLId2,foulName3,foulNFLId3,officialPosition,displayName,season,week,gameDate,homeTeamAbbr,visitorTeamAbbr,pff_role,pff_positionLinedUp,pff_hit,pff_hurry,pff_sack,pff_beatenByDefender,pff_hitAllowed,pff_hurryAllowed,pff_sackAllowed,pff_blockType,pff_backFieldBlock,row_id,before_blocker_elo,before_rusher_elo,after_blocker_elo,after_rusher_elo
2021090900,187,37082,35454,1,1,DAL,41.86,30.0433333333333,0.06,0.05,0.02,98.01,310.65,line_set,(12:23) (Shotgun) D.Prescott pass short middle to D.Schultz to DAL 39 for 5 yards (D.White).,DAL,TB,DAL,34,5,C,76,SHOTGUN,,,,,,,T,Tyron Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,PP,0,11,1202.90909090909,797.090909090909,1205.73081278468,794.269187215321
2021090900,187,42654,35441,1,1,DAL,41.86,24.1333333333333,0.06,0.06,0.01,93.21,295.89,line_set,(12:23) (Shotgun) D.Prescott pass short middle to D.Schultz to DAL 39 for 5 yards (D.White).,DAL,TB,DAL,34,5,C,76,SHOTGUN,,,,,,,T,La'el Collins,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,CL,0,12,1202.90909090909,794.225802965129,1205.68866539205,791.446228482166
2021090900,187,46119,46081,1,1,DAL,42.07,28.5433333333333,0.02,0.19,0.01,73.92,306.15,line_set,(12:23) (Shotgun) D.Prescott pass short middle to D.Schultz to DAL 39 for 5 yards (D.White).,DAL,TB,DAL,34,5,C,76,SHOTGUN,,,,,,,G,Connor Williams,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,0,0,0,0,PP,0,13,1202.90909090909,797.090909090909,1205.73081278468,794.269187215321
2021090900,187,47873,35441,1,1,DAL,42.28,25.4333333333333,0.18,0.15,0.03,72.5,171.92,line_set,(12:23) (Shotgun) D.Prescott pass short middle to D.Schultz to DAL 39 for 5 yards (D.White).,DAL,TB,DAL,34,5,C,76,SHOTGUN,,,,,,,G,Connor McGovern,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PP,0,14,1202.90909090909,791.446228482166,1205.64832145679,788.706997934466
2021090900,187,52554,46081,1,1,DAL,42.45,26.7933333333333,0.11,0.09,0.02,114.75,235.8,line_set,(12:23) (Shotgun) D.Prescott pass short middle to D.Schultz to DAL 39 for 5 yards (D.White).,DAL,TB,DAL,34,5,C,76,SHOTGUN,,,,,,,C,Tyler Biadasz,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,CL,0,15,1202.86510612578,794.269187215321,1205.64595739542,791.488335945684
2021090900,282,37082,34777,1,1,DAL,69.38,26.5933333333333,0,0,0,79.91,181.09,None,(9:56) D.Prescott pass incomplete deep left to C.Lamb.,DAL,TB,TB,39,0,I,49,SINGLEBACK,,,,,,,T,Tyron Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,CL,0,16,1205.73081278468,800,1208.55382893677,797.17698384791
2021090900,282,42654,40074,1,1,DAL,69.43,20.6033333333333,0,0,0,81.87,17.44,None,(9:56) D.Prescott pass incomplete deep left to C.Lamb.,DAL,TB,TB,39,0,I,49,SINGLEBACK,,,,,,,T,La'el Collins,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,PA,0,17,1205.68866539205,797.090909090909,1208.46948980511,794.310084677848
2021090900,282,45532,46132,1,1,DAL,69.61,17.8233333333333,0.65,1,0.06,70.75,318.61,None,(9:56) D.Prescott pass incomplete deep left to C.Lamb.,DAL,TB,TB,39,0,I,49,SINGLEBACK,,,,,,,TE,Blake Jarwin,2021,1,09/09/2021,TB,DAL,Pass Block,TE-oR,,,,0,0,0,0,PP,0,18,1200,800,1202.90909090909,797.090909090909
2021090900,282,46119,34777,1,1,DAL,69.53,24.7833333333333,0,0,0,91.4,19.53,None,(9:56) D.Prescott pass incomplete deep left to C.Lamb.,DAL,TB,TB,39,0,I,49,SINGLEBACK,,,,,,,G,Connor Williams,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,0,0,0,0,PA,0,19,1205.73081278468,797.17698384791,1208.51227933483,794.395517297757
2021090900,282,46206,41915,1,1,DAL,69.65,19.1033333333333,0.06,0.06,0.01,58.81,357.33,None,(9:56) D.Prescott pass incomplete deep left to C.Lamb.,DAL,TB,TB,39,0,I,49,SINGLEBACK,,,,,,,TE,Dalton Schultz,2021,1,09/09/2021,TB,DAL,Pass Block,TE-iR,,,,0,0,0,0,PA,0,20,1200,800,1202.90909090909,797.090909090909
2021090900,282,47873,40074,1,1,DAL,69.43,22.0233333333333,0,0,0,93.29,183.83,None,(9:56) D.Prescott pass incomplete deep left to C.Lamb.,DAL,TB,TB,39,0,I,49,SINGLEBACK,,,,,,,G,Connor McGovern,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PA,0,21,1205.64832145679,794.310084677848,1208.38934945355,791.569056681095
2021090900,282,52554,42560,1,1,DAL,70.3,23.1833333333333,0.01,0.31,0.01,78.33,357.79,None,(9:56) D.Prescott pass incomplete deep left to C.Lamb.,DAL,TB,TB,39,0,I,49,SINGLEBACK,,,,,,,C,Tyler Biadasz,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,PA,0,22,1205.64595739542,800,1208.4702311004,797.175726295014
2021090900,349,37082,46081,1,1,DAL,64.25,26.2833333333333,0.01,0.01,0,86.07,348,None,(9:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb [L.David].,DAL,TB,TB,44,0,I,54,SHOTGUN,,,,,,,T,Tyron Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,PP,0,23,1208.55382893677,791.488335945684,1211.21335017969,788.828814702767
2021090900,349,42654,35441,1,1,DAL,64.28,20.5833333333333,0,0,0,78.35,254.06,None,(9:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb [L.David].,DAL,TB,TB,44,0,I,54,SHOTGUN,,,,,,,T,La'el Collins,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,PP,0,24,1208.46948980511,788.706997934466,1211.09139729612,786.085090443457
2021090900,349,43293,38588,0,1,DAL,61.94,25.0233333333333,0,0,0,96.55,30.82,None,(9:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb [L.David].,DAL,TB,TB,44,0,I,54,SHOTGUN,,,,,,,RB,Ezekiel Elliott,2021,1,09/09/2021,TB,DAL,Pass Block,HB-L,,,,0,1,0,0,PU,1,25,1200,800,1170.90909090909,829.090909090909
2021090900,349,46119,35454,1,1,DAL,64.29,24.8133333333333,0,0,0,103.96,303.83,None,(9:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb [L.David].,DAL,TB,TB,44,0,I,54,SHOTGUN,,,,,,,G,Connor Williams,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,0,0,0,0,CL,0,26,1208.51227933483,794.269187215321,1211.21168809837,791.569778451786
2021090900,349,46206,41915,1,1,DAL,64.67,18.9133333333333,0.04,0.01,0.01,14.51,265.87,None,(9:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb [L.David].,DAL,TB,TB,44,0,I,54,SHOTGUN,,,,,,,TE,Dalton Schultz,2021,1,09/09/2021,TB,DAL,Pass Route,TE-R,,,,0,0,0,0,CH,0,27,1202.90909090909,797.090909090909,1205.73081278468,794.269187215321
2021090900,349,47873,41915,1,1,DAL,64.29,21.9033333333333,0,0,0,80.35,62.4,None,(9:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb [L.David].,DAL,TB,TB,44,0,I,54,SHOTGUN,,,,,,,G,Connor McGovern,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PP,0,28,1208.38934945355,794.269187215321,1211.09050780575,791.56802886312
2021090900,349,52554,35454,1,1,DAL,65.18,23.2033333333333,0.02,0.02,0.01,89.12,141.05,None,(9:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb [L.David].,DAL,TB,TB,44,0,I,54,SHOTGUN,,,,,,,C,Tyler Biadasz,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,PP,0,29,1208.4702311004,791.569778451786,1211.13206994344,788.907939608745
2021090900,410,40151,53504,1,1,TB,20.02,26.75,0,0,0,79.67,46.89,None,(8:53) (Shotgun) T.Brady pass short middle to M.Evans to TB 21 for 10 yards (T.Diggs).,TB,DAL,TB,11,10,C,21,EMPTY,,,,,,,C,Ryan Jensen,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,PP,0,30,1202.90909090909,800,1205.77419703487,797.13489387422
2021090900,410,42377,53441,1,1,TB,19.27,29.65,0,0,0,103.68,350.95,None,(8:53) (Shotgun) T.Brady pass short middle to M.Evans to TB 21 for 10 yards (T.Diggs).,TB,DAL,TB,11,10,C,21,EMPTY,,,,,,,T,Donovan Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,PP,0,31,1170.90909090909,857.707565098625,1175.43691229958,853.179743708135
2021090900,410,42404,42403,1,1,TB,19.46,28.42,0,0,0,86.2,321.19,None,(8:53) (Shotgun) T.Brady pass short middle to M.Evans to TB 21 for 10 yards (T.Diggs).,TB,DAL,TB,11,10,C,21,EMPTY,,,,,,,G,Ali Marpet,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,0,0,0,0,PP,0,32,1202.86510612578,829.090909090909,1206.19887237351,825.757142843183
2021090900,410,46163,44955,1,1,TB,19.2,25.42,0,0,0,99.08,191.89,None,(8:53) (Shotgun) T.Brady pass short middle to M.Evans to TB 21 for 10 yards (T.Diggs).,TB,DAL,TB,11,10,C,21,EMPTY,,,,,,,G,Alex Cappa,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PP,0,33,1170.90909090909,794.225802965129,1174.19317624907,790.941717625147
2021090900,410,52421,41263,1,1,TB,18.93,24.12,0.24,0.07,0.02,86.79,226.81,None,(8:53) (Shotgun) T.Brady pass short middle to M.Evans to TB 21 for 10 yards (T.Diggs).,TB,DAL,TB,11,10,C,21,EMPTY,,,,,,,T,Tristan Wirfs,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,PP,0,34,1171.38334399228,800,1174.75843685432,796.624907137964
2021090900,434,42377,42403,1,1,TB,29.44,30.36,0,0,0,99.01,304.73,None,"(8:24) (No Huddle, Shotgun) T.Brady pass incomplete short left to M.Evans.",TB,DAL,TB,21,0,I,31,SHOTGUN,,,,,,,T,Donovan Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,PP,0,35,1175.43691229958,825.757142843183,1179.20821516106,821.985839981709
2021090900,434,42404,53504,1,1,TB,29.5,29.08,0,0,0.01,76.7,186.96,None,"(8:24) (No Huddle, Shotgun) T.Brady pass incomplete short left to M.Evans.",TB,DAL,TB,21,0,I,31,SHOTGUN,,,,,,,G,Ali Marpet,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,0,0,0,0,PP,0,36,1206.19887237351,797.13489387422,1208.9728897402,794.360876507523
2021090900,434,44816,53441,1,1,TB,26.08,29.58,0,0,0,70.06,153.64,None,"(8:24) (No Huddle, Shotgun) T.Brady pass incomplete short left to M.Evans.",TB,DAL,TB,21,0,I,31,SHOTGUN,,,,,,,RB,Leonard Fournette,2021,1,09/09/2021,TB,DAL,Pass Block,HB-L,,,,0,0,0,0,PU,1,37,1200,853.179743708135,1203.82641036145,849.35333334669
2021090900,434,46163,44955,1,1,TB,29.55,25.67,0.01,0.01,0.01,121.56,330.05,None,"(8:24) (No Huddle, Shotgun) T.Brady pass incomplete short left to M.Evans.",TB,DAL,TB,21,0,I,31,SHOTGUN,,,,,,,G,Alex Cappa,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PP,0,38,1174.19317624907,790.941717625147,1177.36749762616,787.767396248063
2021090900,434,52421,41263,1,1,TB,29.24,24.7,0,0,0,111.46,205.88,None,"(8:24) (No Huddle, Shotgun) T.Brady pass incomplete short left to M.Evans.",TB,DAL,TB,21,0,I,31,SHOTGUN,,,,,,,T,Tristan Wirfs,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,PP,0,39,1174.75843685432,796.624907137964,1178.0180009574,793.365343034881
2021090900,456,40151,41263,1,1,TB,30.14,27.08,0,0,0,75.88,310.86,None,(8:20) (Shotgun) T.Brady pass deep middle to R.Gronkowski to TB 40 for 19 yards (D.Kazee).,TB,DAL,TB,21,19,C,31,SHOTGUN,,,,,,,C,Ryan Jensen,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,CL,0,40,1205.77419703487,793.365343034881,1208.49981854843,790.639721521323
2021090900,456,42377,42403,1,1,TB,29.25,30.28,0,0,0,95.67,287.72,None,(8:20) (Shotgun) T.Brady pass deep middle to R.Gronkowski to TB 40 for 19 yards (D.Kazee).,TB,DAL,TB,21,19,C,31,SHOTGUN,,,,,,,T,Donovan Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,PP,0,41,1179.20821516106,821.985839981709,1182.83745029416,818.356604848609
2021090900,456,42404,53504,1,1,TB,29.4,28.77,0,0,0,85.05,308.64,None,(8:20) (Shotgun) T.Brady pass deep middle to R.Gronkowski to TB 40 for 19 yards (D.Kazee).,TB,DAL,TB,21,19,C,31,SHOTGUN,,,,,,,G,Ali Marpet,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,0,0,0,0,PP,0,42,1208.9728897402,794.360876507523,1211.66705404197,791.666712205753
2021090900,456,46163,44955,1,1,TB,29.29,25.61,0,0,0,130.19,8.3,None,(8:20) (Shotgun) T.Brady pass deep middle to R.Gronkowski to TB 40 for 19 yards (D.Kazee).,TB,DAL,TB,21,19,C,31,SHOTGUN,,,,,,,G,Alex Cappa,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PP,0,43,1177.36749762616,787.767396248063,1180.43883869959,784.696055174629
2021090900,456,52421,41263,1,1,TB,29.11,24.35,0.02,0.02,0,99.85,170.56,None,(8:20) (Shotgun) T.Brady pass deep middle to R.Gronkowski to TB 40 for 19 yards (D.Kazee).,TB,DAL,TB,21,19,C,31,SHOTGUN,,,,,,,T,Tristan Wirfs,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,PP,0,44,1178.0180009574,790.639721521323,1181.12503768466,787.532684794067
2021090900,480,40151,41363,1,1,TB,49.36,29.99,0,0,0,70.95,288.17,None,"(7:53) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown ran ob at DAL 32 for 28 yards (A.Brown).",TB,DAL,TB,40,28,C,50,SHOTGUN,,,,,,,C,Ryan Jensen,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,CL,0,45,1208.49981854843,800,1211.28207481479,797.21774373364
2021090900,480,42377,46185,1,1,TB,48.58,33,0,0,0,97.55,299.85,None,"(7:53) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown ran ob at DAL 32 for 28 yards (A.Brown).",TB,DAL,TB,40,28,C,50,SHOTGUN,,,,,,,T,Donovan Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,PP,0,46,1182.83745029416,800,1186.01859285994,796.818857434219
2021090900,480,42404,53621,1,1,TB,48.86,31.57,0,0,0,94.3,92.93,None,"(7:53) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown ran ob at DAL 32 for 28 yards (A.Brown).",TB,DAL,TB,40,28,C,50,SHOTGUN,,,,,,,G,Ali Marpet,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,0,0,0,0,PP,0,47,1211.66705404197,800,1214.40334188681,797.263712155159
2021090900,480,44816,46185,1,1,TB,44.92,32.28,0,0,0,72.07,271.82,None,"(7:53) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown ran ob at DAL 32 for 28 yards (A.Brown).",TB,DAL,TB,40,28,C,50,SHOTGUN,,,,,,,RB,Leonard Fournette,2021,1,09/09/2021,TB,DAL,Pass Route,HB-L,,,,0,0,0,0,CH,1,48,1203.82641036145,796.818857434219,1206.63056625317,794.014701542492
2021090900,480,46163,41363,1,1,TB,48.6,28.56,0,0,0,111.97,9.92,None,"(7:53) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown ran ob at DAL 32 for 28 yards (A.Brown).",TB,DAL,TB,40,28,C,50,SHOTGUN,,,,,,,G,Alex Cappa,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PP,0,49,1180.43883869959,797.21774373364,1183.61365990478,794.042922528456
2021090900,480,52421,44892,1,1,TB,48.44,27.2,0,0,0,93.64,6.37,None,"(7:53) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown ran ob at DAL 32 for 28 yards (A.Brown).",TB,DAL,TB,40,28,C,50,SHOTGUN,,,,,,,T,Tristan Wirfs,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,PP,0,50,1181.12503768466,800,1184.33453258516,796.790505099504
2021090900,509,40151,41363,1,1,TB,77.4,23.95,0,0,0,65.95,173.14,None,"(7:30) (No Huddle, Shotgun) T.Brady pass short right to A.Brown pushed ob at DAL 16 for 16 yards (A.Brown; K.Neal).",TB,DAL,DAL,32,16,C,78,SHOTGUN,,,,,,,C,Ryan Jensen,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,CL,0,51,1211.28207481479,794.042922528456,1213.93915940619,791.385837937058
2021090900,509,42377,46185,1,1,TB,76.7,26.91,0,0,0,92.19,161.71,None,"(7:30) (No Huddle, Shotgun) T.Brady pass short right to A.Brown pushed ob at DAL 16 for 16 yards (A.Brown; K.Neal).",TB,DAL,DAL,32,16,C,78,SHOTGUN,,,,,,,T,Donovan Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,PP,0,52,1186.01859285994,794.014701542492,1189.05172802762,790.981566374814
2021090900,509,42404,53621,1,1,TB,76.92,25.58,0,0,0,83.55,167.13,None,"(7:30) (No Huddle, Shotgun) T.Brady pass short right to A.Brown pushed ob at DAL 16 for 16 yards (A.Brown; K.Neal).",TB,DAL,DAL,32,16,C,78,SHOTGUN,,,,,,,G,Ali Marpet,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,0,0,0,0,PP,0,53,1214.40334188681,797.263712155159,1217.06182265245,794.60523138952
2021090900,509,46163,41363,1,1,TB,76.67,22.49,0,0,0,100.98,243.86,None,"(7:30) (No Huddle, Shotgun) T.Brady pass short right to A.Brown pushed ob at DAL 16 for 16 yards (A.Brown; K.Neal).",TB,DAL,DAL,32,16,C,78,SHOTGUN,,,,,,,G,Alex Cappa,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PP,0,54,1183.61365990478,791.385837937058,1186.64325766027,788.35624018156
2021090900,509,52421,44892,1,1,TB,76.36,21.12,0,0,0,160.81,192.42,None,"(7:30) (No Huddle, Shotgun) T.Brady pass short right to A.Brown pushed ob at DAL 16 for 16 yards (A.Brown; K.Neal).",TB,DAL,DAL,32,16,C,78,SHOTGUN,,,,,,,T,Tristan Wirfs,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,PP,0,55,1184.33453258516,796.790505099504,1187.43889368482,793.686143999837
2021090900,559,40151,41263,1,1,TB,96.19,29.46,0,0,0,85.4,294.3,None,(6:13) (Shotgun) T.Brady pass short right to C.Godwin to DAL 5 for 8 yards (A.Brown).,TB,DAL,DAL,13,8,C,97,SHOTGUN,,,,,,,C,Ryan Jensen,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,PP,0,56,1213.93915940619,787.532684794067,1216.47046569625,785.001378504002
2021090900,559,42377,42403,0,1,TB,95.49,32.36,0,0,0,75.97,270.18,None,(6:13) (Shotgun) T.Brady pass short right to C.Godwin to DAL 5 for 8 yards (A.Brown).,TB,DAL,DAL,13,8,C,97,SHOTGUN,,,,,,,T,Donovan Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,1,0,0,0,PP,0,57,1189.05172802762,818.356604848609,1160.43880048375,846.969532392476
2021090900,559,42404,53504,0,1,TB,95.66,31.05,0,0,0,86.41,324.83,None,(6:13) (Shotgun) T.Brady pass short right to C.Godwin to DAL 5 for 8 yards (A.Brown).,TB,DAL,DAL,13,8,C,97,SHOTGUN,,,,,,,G,Ali Marpet,2021,1,09/09/2021,TB,DAL,Pass Block,LG,,,,1,0,0,0,PP,0,58,1217.06182265245,791.666712205753,1187.6067334599,821.12180139831
2021090900,559,46163,44955,1,1,TB,95.75,27.95,0,0,0,104.69,347.03,None,(6:13) (Shotgun) T.Brady pass short right to C.Godwin to DAL 5 for 8 yards (A.Brown).,TB,DAL,DAL,13,8,C,97,SHOTGUN,,,,,,,G,Alex Cappa,2021,1,09/09/2021,TB,DAL,Pass Block,RG,,,,0,0,0,0,PP,0,59,1186.64325766027,784.696055174629,1189.52284055479,781.816472280108
2021090900,559,52421,41263,1,1,TB,95.63,26.44,0.01,0.01,0,91.36,50.78,None,(6:13) (Shotgun) T.Brady pass short right to C.Godwin to DAL 5 for 8 yards (A.Brown).,TB,DAL,DAL,13,8,C,97,SHOTGUN,,,,,,,T,Tristan Wirfs,2021,1,09/09/2021,TB,DAL,Pass Block,RT,,,,0,0,0,0,SW,0,60,1187.43889368482,785.001378504002,1190.31108897803,782.129183210792
2021090900,583,35481,41263,1,1,TB,104.03,20.04,0,0.05,0,19.79,158.58,None,"(5:26) (Shotgun) T.Brady pass short middle to C.Godwin for 5 yards, TOUCHDOWN.",TB,DAL,DAL,5,5,C,105,SHOTGUN,,,,,,,TE,Rob Gronkowski,2021,1,09/09/2021,TB,DAL,Pass Block,TE-R,,,,0,0,0,0,PA,0,61,1200,782.129183210792,1202.64823868382,779.480944526974
2021090900,583,40151,44955,1,1,TB,104.56,23.72,0,0,0,72.4,8.22,None,"(5:26) (Shotgun) T.Brady pass short middle to C.Godwin for 5 yards, TOUCHDOWN.",TB,DAL,DAL,5,5,C,105,SHOTGUN,,,,,,,C,Ryan Jensen,2021,1,09/09/2021,TB,DAL,Pass Block,C,,,,0,0,0,0,PA,0,62,1216.47046569625,781.816472280108,1218.89328894878,779.393649027576
2021090900,583,42377,42403,1,1,TB,103.8,26.92,0,0,0,65.54,278.73,None,"(5:26) (Shotgun) T.Brady pass short middle to C.Godwin for 5 yards, TOUCHDOWN.",TB,DAL,DAL,5,5,C,105,SHOTGUN,,,,,,,T,Donovan Smith,2021,1,09/09/2021,TB,DAL,Pass Block,LT,,,,0,0,0,0,PA,0,63,1160.43880048375,846.969532392476,1164.96063410467,842.447698771553
