player_name,final_elo,role
Rashard Lawrence,849.522683109335,Rusher
Leki Fotu,906.1379606899736,Rusher
Maurice Hurst,983.5814711591172,Rusher
Devon Kennard,853.565395846847,Rusher
Tanner Vallejo,749.5607389803403,Rusher
Sean Harlow,1214.3769537459525,Blocker
Shaq Thompson,625.5892277067213,Rusher
Mike Onwenu,1172.1523241828777,Blocker
Jermaine Carter Jr.,658.1215866506951,Rusher
Haason Reddick,824.1873252972507,Rusher
Isaiah Wynn,1076.6030505835954,Blocker
Brian Burns,938.345390080338,Rusher
Shaq Mason,1097.378572462489,Blocker
Bravvion Roy,1098.3993951468613,Rusher
Daquan Jones,1000.9460433095786,Rusher
Morgan Fox,909.1154667994408,Rusher
Taylor Moton,1238.3623468310077,Blocker
Dennis Daley,1159.5103102981102,Blocker
Michael Jordan,1235.438011553596,Blocker
Trent Scott,1160.4904347279391,Blocker
Sam Tecklenburg,1207.5787644156262,Blocker
Cameron Erving,1168.6980947828201,Blocker
Derrick Brown,928.0183392551212,Rusher
Frankie Luvu,863.0349026169109,Rusher
Yetur Gross-Matos,995.144224746751,Rusher
Andrew Wylie,1245.8725413136724,Blocker
Trey Smith,1081.4679270811962,Blocker
Orlando Brown,1169.9076500120732,Blocker
Joe Thuney,1218.2425009185542,Blocker
Creed Humphrey,1161.2163888351306,Blocker
Chris Jones,960.5744920074659,Rusher
Ben Niemann,614.8954686053148,Rusher
Frank Clark,984.0602838671579,Rusher
Nick Bolton,711.9599208175669,Rusher
Willie Gay,690.2762327909799,Rusher
Derrick Nnadi,951.9691311095202,Rusher
Alex Okafor,993.0325256898383,Rusher
Mike Danna,959.7808676113258,Rusher
Melvin Ingram,956.3280146709308,Rusher
Jarran Reed,861.8676863723248,Rusher
Tershawn Wharton,877.4645736682752,Rusher
Nick Allegretti,1015.1180176310903,Blocker
Damion Square,828.8047113738236,Rusher
Anthony Hitchens,680.2582885486019,Rusher
Krys Barnes,530.4481108422095,Rusher
Damien Lewis,1132.4725612792636,Blocker
Duane Brown,1115.5673552335688,Blocker
Gabe Jackson,1248.2124053089271,Blocker
Dean Lowry,956.044096737928,Rusher
Ethan Pocic,1170.0017662107477,Blocker
De'Vondre Campbell,465.8357103920602,Rusher
Brandon Shell,1051.4351074151452,Blocker
Jonathan Garvin,851.4147142605187,Rusher
Kenny Clark,921.6798368555147,Rusher
Preston Smith,937.2186975259999,Rusher
Jamarco Jones,1135.6170284394534,Blocker
Jordyn Brooks,478.8024286138923,Rusher
Elgton Jenkins,1154.4818915326596,Blocker
Alton Robinson,847.2807112742323,Rusher
Royce Newman,1303.0128358506915,Blocker
Rasheem Green,898.3486946951455,Rusher
Lucas Patrick,1222.9491207778924,Blocker
Jon Runyan,1268.1752883841336,Blocker
Kerry Hyder Jr.,978.2669534161415,Rusher
Carlos Dunlap,887.5703494734266,Rusher
Billy Turner,1165.2875101653474,Blocker
Bobby Wagner,522.3510748848435,Rusher
Benson Mayowa,853.5036932373545,Rusher
Al Woods,992.5132595934695,Rusher
L.J. Collier,1137.4503220917447,Rusher
Oren Burks,758.723676432834,Rusher
Tyler Lancaster,964.1409867961902,Rusher
Bryan Mone,964.4690953050995,Rusher
Darrell Taylor,935.7769366102897,Rusher
Poona Ford,1011.5021129053018,Rusher
Rashan Gary,945.745880649651,Rusher
T.J. Slaton,982.2707989238563,Rusher
Tommy Kraemer,1200.3872716839044,Blocker
Penei Sewell,1170.7878360168802,Blocker
Evan Brown,1149.8856966063065,Blocker
Taylor Decker,1087.3674388142078,Blocker
Alex Anzalone,559.7632802303217,Rusher
Larry Borom,1219.4909314549516,Blocker
Charles Harris,984.7873085631852,Rusher
Nick Williams,879.745943321103,Rusher
Levi Onwuzurike,818.1537669719092,Rusher
John Penisini,939.9860754390999,Rusher
Jalen Reeves-Maybin,750.1514445105541,Rusher
Michael Brockers,934.7222300025633,Rusher
Austin Bryant,988.2496769704007,Rusher
Jonah Jackson,1081.2742410154576,Blocker
Margus Hunt,879.05359187257,Rusher
Julian Okwara,971.5913960531059,Rusher
Christian Jones,813.2148682763018,Rusher
Alim Mcneill,1075.0800805292538,Rusher
Derrick Barnes,694.7141066158748,Rusher
Caleb Johnson,882.6007271565285,Rusher
Cassius Marsh Sr.,977.1360526260602,Rusher
Tristan Wirfs,1198.5356207435111,Blocker
Joe Tryon-Shoyinka,850.1784814476555,Rusher
Ryan Jensen,1242.1447374644536,Blocker
Ali Marpet,1145.2274349529687,Blocker
Donovan Smith,1198.6524057740041,Blocker
Alex Cappa,1162.5305890180407,Blocker
Trent Harris,913.3423106212473,Rusher
Lavonte David,614.3001026140004,Rusher
Ndamukong Suh,704.3395208031666,Rusher
Matt Skura,1183.9505532960534,Blocker
Jason Pierre-Paul,768.3398599139836,Rusher
William Gholston,861.5127841690337,Rusher
Devin White,705.1335070010674,Rusher
Shaquil Barrett,757.5775003943835,Rusher
Elerson Smith,913.0880240893518,Rusher
Robert Hainsey,1160.172838686236,Blocker
Aaron Stinnie,1197.580549828111,Blocker
Steve Mclendon,827.3023514461894,Rusher
Rakeem Nunez-Roches,847.8774775749429,Rusher
Anthony Nelson,886.9412180423221,Rusher
Colby Gossett,978.868775219091,Blocker
Vincent Taylor,974.2762876879433,Rusher
Fred Johnson,1156.3754957850567,Blocker
DeAngelo Malone,852.3468490178992,Rusher
Drew Dalman,1201.0281486202655,Blocker
Vita Vea,851.2127396843474,Rusher
Patrick O'Connor,921.7496222536643,Rusher
Nathan Landman,882.443113541789,Rusher
Anthony Rush,930.1351556646564,Rusher
Darious Williams,377.8828073316263,Rusher
Ben Bartch,1304.664144709314,Blocker
Ogbonnia Okoronkwo,882.0964151423373,Rusher
Cam Robinson,1186.0616560825804,Blocker
Andrew Norwell,1273.3016937736975,Blocker
Ernest Jones,623.4721748437688,Rusher
Brandon Linder,1205.9482577632418,Blocker
Josh Allen,1038.1785601891131,Rusher
Andrew Whitworth,1104.3390661838355,Blocker
Coleman Shelton,1221.945374073715,Blocker
Roy Robertson-Harris,987.8073018209366,Rusher
David Edwards,1137.404406964405,Blocker
Taven Bryan,1000.1072637190313,Rusher
Austin Corbett,1205.6455853811722,Blocker
Myles Jack,635.5681740846566,Rusher
Rob Havenstein,1218.3772490502158,Blocker
Damien Wilson,562.6982593524375,Rusher
Malcom Brown,972.0054213900778,Rusher
Greg Gaines,856.6967729057493,Rusher
Jawaan Taylor,1128.8353636247816,Blocker
Leonard Floyd,838.449591497641,Rusher
Jay Tufele,872.1716399396214,Rusher
Lerentee Mccray,831.6562761645376,Rusher
Von Miller,854.3283398815375,Rusher
Aaron Donald,1001.9387107480297,Rusher
Shaquille Quarterman,739.6283536877614,Rusher
Dawuane Smoot,933.3447711864815,Rusher
Tyler Shatley,1238.595857904892,Blocker
A'Shawn Robinson,1064.0818999053504,Rusher
Marquise Copeland,968.4652262839335,Rusher
Jihad Ward,913.0499638557184,Rusher
Adam Gotsis,932.1714613209043,Rusher
Troy Reeder,730.7703881711053,Rusher
Chapelle Russell,885.5749876384974,Rusher
Joe Noteboom,1106.4212182479903,Blocker
K'Lavon Chaisson,983.3871003750891,Rusher
Bobby Evans,1121.4287709949629,Blocker
Will Richardson Jr.,1239.1635844575583,Blocker
Michael Hoecht,910.606613150632,Rusher
Divine Deablo,592.3912931862383,Rusher
Keith Ismael,1197.716878295607,Blocker
Brandon Scherff,1274.1406781310477,Blocker
Cornelius Lucas,1165.9418888664795,Blocker
Charles Leno Jr.,1101.2120323281317,Blocker
Ereck Flowers Sr.,1095.186027803297,Blocker
Daron Payne,951.4913871865226,Rusher
Jamin Davis,634.9425349787045,Rusher
Casey Toohill,841.1979867903605,Rusher
James Smith-Williams,875.3168957184455,Rusher
Matt Ioannidis,958.1395677069903,Rusher
Cole Holcomb,570.6542763163526,Rusher
Daniel Wise,903.7243380366315,Rusher
Tim Settle,1051.3687976923798,Rusher
Jonathan Allen,1006.5263395357944,Rusher
Bunmi Rotimi,922.4675179870992,Rusher
Shaka Toney,885.3346336176575,Rusher
Malcolm Koonce,860.1663723807625,Rusher
Khaleke Hudson,866.2074791922148,Rusher
Tom Compton,1155.9809772683848,Blocker
Demetrius Flannigan-Fowles,675.9629739005346,Rusher
Jake Curhan,1127.8590428886118,Blocker
Stone Forsythe,1114.7787548192482,Blocker
Charles Omenihu,1060.48549913776,Rusher
Kevin Givens,1074.9216137612823,Rusher
Kyle Fuller,1152.1909090685033,Blocker
Jordan Willis,944.5326951028533,Rusher
Stephen Weatherly,977.1455909540631,Rusher
Dre'Mont Jones,1000.1395126840777,Rusher
Dalton Risner,1299.7577925913881,Blocker
Garett Bolles,1159.726283741439,Blocker
Quinn Meinerz,1163.1335549917483,Blocker
Bobby Massie,1056.1401461577832,Blocker
Lloyd Cushenberry III,1212.4258450896923,Blocker
Bradley Chubb,985.1656846005916,Rusher
Kenny Young,649.1160578265583,Rusher
Baron Browning,624.0091692277781,Rusher
Mctelvin Agim,856.7554364332268,Rusher
Jonathon Cooper,947.290886513116,Rusher
Shelby Harris,1010.1547528921761,Rusher
Malik Reed,851.800441403571,Rusher
Deshawn Williams,1031.998832865598,Rusher
Shamar Stephen,1076.0830214225364,Rusher
Dion Dawkins,1095.3860988149117,Blocker
Mitch Morse,1187.7406188940195,Blocker
Ike Boettger,1202.6464362322295,Blocker
Daryl Williams,1144.0485029712715,Blocker
Spencer Brown,1103.6487337008068,Blocker
Cody Ford,1165.4720052742955,Blocker
Ed Oliver,944.8183772263154,Rusher
Greg Rousseau,919.7468960642144,Rusher
Trent Brown,1149.5834599109405,Blocker
Tremaine Edmunds,619.9641914778309,Rusher
Jerry Hughes,1005.340437324844,Rusher
Mario Addison,915.2638338242189,Rusher
Daniel Ekuale,877.6160162066254,Rusher
Cameron Heyward,915.7436562320805,Rusher
Mason Cole,1206.9221182610752,Blocker
Chris Wormley,923.4565001102956,Rusher
Brian O'Neill,1105.4678981463169,Blocker
Joe Schobert,615.3773372188118,Rusher
Garrett Bradbury,1192.3906047683583,Blocker
Devin Bush,713.8313861116513,Rusher
Ezra Cleveland,1213.8808903546185,Blocker
Olisaemeka Udoh,1260.0534093996134,Blocker
Montravius Adams,910.5634161095345,Rusher
Taco Charlton,926.7129892468453,Rusher
Alex Highsmith,913.2808457647174,Rusher
D.J. Wonnum,907.9737188325315,Rusher
Kendrick Green,1203.6676023994016,Blocker
Anthony Barr,627.4946284692692,Rusher
Dan Moore Jr.,1156.3658210957542,Blocker
Dalvin Tomlinson,1050.2436041035498,Rusher
John Leglue,1256.7874683142456,Blocker
Chukwuma Okorafor,1084.8788125412639,Blocker
Marcus Allen,846.1940206003745,Rusher
Derrek Tuszka,798.8957975644221,Rusher
Isaiahh Loudermilk,865.4611252340017,Rusher
Trai Turner,1225.1931831566692,Blocker
Eric Kendricks,603.6820989771437,Rusher
Michael Pierce,942.4884812991254,Rusher
Kenny Willekes,958.9632068745467,Rusher
T.J. Watt,895.650779374733,Rusher
Henry Mondeaux,902.8994917193331,Rusher
Sheldon Richardson,1009.1610050038381,Rusher
Patrick Jones II,967.5406033706532,Rusher
Armon Watts,953.9488375151221,Rusher
Blake Brandel,1093.0483389413141,Blocker
James Lynch,963.7765979189194,Rusher
Rashaad Coward,1112.62008071483,Blocker
Ronald Blair,921.7356254620195,Rusher
Jesse Davis,1089.9292582767634,Blocker
Austin Jackson,1230.3145217495264,Blocker
Kyle Phillips,937.6664289024498,Rusher
Liam Eichenberg,1125.238614794911,Blocker
Robert Hunt,1176.088125205663,Blocker
C.J. Mosley,531.3857846564765,Rusher
Adam Butler,798.9859724833399,Rusher
Laurent Duvernay-Tardif,1126.8043305727388,Blocker
Emmanuel Ogbah,992.5177051955885,Rusher
Alijah Vera-Tucker,1336.8219205570651,Blocker
Andrew Van Ginkel,812.0560312537901,Rusher
Conor Mcdermott,1084.5413788053254,Blocker
Connor Mcgovern,1104.0355509862964,Blocker
Morgan Moses,1088.1047731776664,Blocker
John Franklin-Myers,909.678887751196,Rusher
Quinnen Williams,943.5128358034447,Rusher
Michael Deiter,1232.7424779564403,Blocker
Christian Wilkins,1011.7482165256281,Rusher
Elandon Roberts,658.1786445074624,Rusher
Jaelan Phillips,838.593655850939,Rusher
Quincy Williams,616.8863000836805,Rusher
Robert Jones,983.615217262477,Blocker
Jonathan Marshall,865.7444884155349,Rusher
Nathan Shepherd,1085.0534146462585,Rusher
Sheldon Rankins,896.295755699639,Rusher
Bryce Huff,908.8652616680323,Rusher
Jarrad Davis,744.6030818356792,Rusher
Duke Riley,716.1724969416587,Rusher
Jerome Baker,614.496927165316,Rusher
Zach Sieler,879.3333707940309,Rusher
Raekwon Davis,1127.0612110210016,Rusher
Bruce Irvin,972.151427142809,Rusher
Akiem Hicks,976.6036620017333,Rusher
Christian Darrisaw,1034.447669980873,Blocker
Nick Vigil,579.7014689664278,Rusher
Teven Jenkins,1176.4042543405455,Blocker
Tashawn Bower,886.1687564942706,Rusher
Ledarius Mack,886.2700086295622,Rusher
Javon Hargrave,1016.7705677094056,Rusher
Saahdiq Charles,1149.0974155514682,Blocker
Milton Williams,1005.3210833344527,Rusher
Sam Cosmi,1203.9973601401384,Blocker
Alex Singleton,547.409581111732,Rusher
Hassan Ridgeway,877.9265668127431,Rusher
T.J. Edwards,583.3883302471653,Rusher
Iosua Opeta,1257.2611222668334,Blocker
Jordan Mailata,1183.3807476368527,Blocker
Jason Kelce,1091.0445063353459,Blocker
Nate Herbig,1172.6317925302126,Blocker
Lane Johnson,1168.4523896693613,Blocker
Montez Sweat,828.811924093108,Rusher
Tarron Jackson,1126.6256465614847,Rusher
Josh Sweat,939.3659382272998,Rusher
Genard Avery,738.7151083741379,Rusher
David Steinmetz,1106.975526867541,Blocker
Derek Barnett,812.0500785686181,Rusher
Fletcher Cox,987.1989615438988,Rusher
Ryan Kerrigan,928.1082716030239,Rusher
Korey Cunningham,1100.9612589361695,Blocker
Wes Martin,1198.4932755634266,Blocker
Cameron Malveaux,961.0903679848708,Rusher
Landon Dickerson,1130.9271796677267,Blocker
Jaylon Smith,699.6727819469936,Rusher
Matt Peart,1035.670001050962,Blocker
Davon Hamilton,993.2435322835746,Rusher
Greg Van Roten,1245.2143372256676,Blocker
Isaiah Williams,1118.762063087853,Blocker
George Fant,1042.3907529686685,Blocker
Freedom Akinmoladun,996.6641907839041,Rusher
Shaq Lawson,873.2981636849222,Rusher
Tim Ward,903.7663274428452,Rusher
Kc Mcdermott,1088.8281246122451,Blocker
Halapoulivaati Vaitai,1302.545610191622,Blocker
Jessie Lemonier,906.57807745896,Rusher
Rashod Berry,1007.2266210441977,Rusher
James Vaughters,959.5548592242742,Rusher
Anthony Pittman,885.3933755309515,Rusher
Mike Pennel,1043.4108074011863,Rusher
Will Holden,1074.890066661452,Blocker
Uchenna Nwosu,887.3771141748966,Rusher
Jimmy Morrissey,1211.3314989418354,Blocker
Jerry Tillery,879.2721513391699,Rusher
Cole Toner,1182.0901197512756,Blocker
Kyzir White,556.6784811309767,Rusher
Linval Joseph,1061.5970304892467,Rusher
Scott Quessenberry,1166.6447532689958,Blocker
Michael Dwumfour,931.925110477091,Rusher
Rashawn Slater,1140.0984823178721,Blocker
Neville Hewitt,629.079873654621,Rusher
Storm Norton,1092.1800164738713,Blocker
Demone Harris,864.0315509939993,Rusher
Michael Schofield III,1150.2841242078896,Blocker
Ross Blacklock,1053.6206053968665,Rusher
Matt Feiler,1103.6680264293386,Blocker
Chris Smith,1041.1957739830884,Rusher
Garret Wallow,770.2397474977158,Rusher
Breiden Fehoko,934.7084279339457,Rusher
Amen Ogbongbemiga,822.9627734752564,Rusher
Xavier Williams,1015.0348895443711,Rusher
Kenneth Murray Jr.,611.9689871407785,Rusher
Christian Covington,905.8131775338969,Rusher
Emeke Egbule,909.8728591835468,Rusher
Drue Tranquill,639.8907553725453,Rusher
Nick Niemann,856.6415764473592,Rusher
Ron'Dell Carter,899.1554574120055,Rusher
Andrew Brown,895.4297124561634,Rusher
Robert Nkemdiche,903.9892605853557,Rusher
Sam Kamara,868.7884859903733,Rusher
Myles Adams,918.9166022566601,Rusher
Robert Spillane,675.1727483803556,Rusher
Ulysees Gilbert III,786.7012204177233,Rusher
John Simon,934.6739915547233,Rusher
J.C. Hassenauer,1223.3857019158127,Blocker
Joe Haeg,1088.6099417322057,Blocker
Dorian O'Daniel,914.3286944106806,Rusher
Carlos Davis,930.6620853162478,Rusher
Will Bradley-King,814.8621263319035,Rusher
Jon Toth,1115.2216673597711,Blocker
David Mayo,832.8941429277389,Rusher
Dayo Odeyingbo,985.2540929828505,Rusher
Kemoko Turay,892.2848468828561,Rusher
Braden Smith,1150.5870600864623,Blocker
Ryan Kelly,1060.7288492963578,Blocker
Matt Pryor,1167.8079907076701,Blocker
Quenton Nelson,1080.9222704248018,Blocker
Mark Glowinski,1195.6047651335552,Blocker
Bobby Okereke,498.1264048967441,Rusher
Deforest Buckner,956.7083132971645,Rusher
Isaac Rochell,900.2568551994009,Rusher
Kwity Paye,966.18669185149,Rusher
Taylor Stallworth,976.9682766865742,Rusher
E.J. Speed,762.9350302456071,Rusher
Al-Quadin Muhammad,1053.0528956238302,Rusher
Chris Williams,997.3554579139632,Rusher
Darius Leonard,621.4824214045537,Rusher
Grover Stewart,991.8024736264069,Rusher
Lane Taylor,1172.9227781775496,Blocker
Justin Mccray,1234.4069052041696,Blocker
Aaron Patrick,1044.6827997886721,Rusher
Trey Pipkins III,1062.3005460611614,Blocker
Nate Hairston,699.8601578074744,Rusher
Cameron Fleming,1158.3826060205715,Blocker
Justin Jones,1002.5119711430059,Rusher
Joey Bosa,975.7449351488442,Rusher
Netane Muti,1116.9408669162908,Blocker
Otito Ogbonnia,932.9340223566986,Rusher
Andre Mintze,924.2666151288594,Rusher
Jonas Griffith,654.8689615032555,Rusher
Micah Kiser,808.3663068340508,Rusher
Jonathan Harris,925.1123146000315,Rusher
Chris Rumph II,1051.8831210286355,Rusher
Joe Gaziano,926.6112334534884,Rusher
Corey Linsley,1145.5599561690892,Blocker
Marquiss Spencer,927.1942663558194,Rusher
Cesar Ruiz,1374.5629445291859,Blocker
Calvin Throckmorton,1372.4692087329122,Blocker
Will Clapp,1155.182388603429,Blocker
Marquis Haynes Sr.,909.9314450891129,Rusher
Jordan Mills,1304.8143738586323,Blocker
Carl Granderson,970.0494352189597,Rusher
P.J. Williams,591.6465288321007,Rusher
Kwon Alexander,618.548881294294,Rusher
John Miller,1195.3411840325869,Blocker
Brady Christensen,1178.4079033165888,Blocker
Christian Ringo,976.2745328184889,Rusher
Pat Elflein,1254.7913455577043,Blocker
Demario Davis,646.3054667717191,Rusher
Shy Tuttle,874.6502467197533,Rusher
Marcus Davenport,987.024408851047,Rusher
David Onyemata,892.3979532297762,Rusher
Cameron Jordan,911.7803433007539,Rusher
Albert Huggins,918.4587366695941,Rusher
Jalyn Holmes,818.8970641946153,Rusher
James Carpenter,1115.16374569475,Blocker
Cody Barton,603.8473552929671,Rusher
Phil Haynes,1188.0073392561158,Blocker
Matt Nelson,1092.679731175602,Blocker
Bruce Hector,859.647236496386,Rusher
Parker Ehinger,1106.2605134334167,Blocker
Victor Dimukeje,910.5546159142447,Rusher
Tyron Smith,1139.1315547293118,Blocker
Tyler Biadasz,1245.3258624641942,Blocker
La'El Collins,1081.2798777435576,Blocker
Zack Martin,1189.8677596675125,Blocker
DeMarcus Lawrence,744.8052632317965,Rusher
Neville Gallimore,953.2668920120476,Rusher
Leighton Vander Esch,583.2366765188673,Rusher
Randy Gregory,938.8569068199157,Rusher
Carlos Watkins,871.9217789252922,Rusher
Chauncey Golston,843.9605610413669,Rusher
Tarell Basham,867.5189631401113,Rusher
Trysten Hill,961.9871574775991,Rusher
Micah Parsons,804.1100838019792,Rusher
Osa Odighizuwa,859.1364618176273,Rusher
Dorance Armstrong,973.6566854105628,Rusher
Michael Dogbe,904.6827807812074,Rusher
Josh Mauro,894.8027650339862,Rusher
Dennis Kelly,1071.281968550456,Blocker
T.Y. Mcgill,908.174142014213,Rusher
Yosh Nijman,1113.8329221402087,Blocker
Abdullah Anderson,886.0998953799556,Rusher
Tipa Galeai,925.2979923069666,Rusher
Blake Lynch,721.6193555195923,Rusher
Mike Purcell,1006.6972223350334,Rusher
Jack Anderson,987.3372849840335,Blocker
Andre Dillard,1179.4328236115155,Blocker
Brett Toth,1126.4445270487931,Blocker
Keanu Neal,489.0045664502962,Rusher
Le'Raven Clark,1185.605905188212,Blocker
Luke Gifford,873.1084532253487,Rusher
Kayode Awosika,1138.7520499006855,Blocker
Jacoby Stevens,872.6714299961108,Rusher
Terence Steele,1136.150145899337,Blocker
Patrick Johnson,775.237489949762,Rusher
Raequan Williams,860.1946425764055,Rusher
Shaun Bradley,799.6312647860045,Rusher
Marvin Wilson,884.5199036682928,Rusher
Attauyo Nsekhe,1117.2607374423735,Blocker
Marlon Tuipulotu,895.0704624527331,Rusher
Casey Tucker,1095.4460310769286,Blocker
Matt Farniok,1085.5325797827495,Blocker
A.J. Epenesa,902.129933817852,Rusher
Ryan Bates,1114.268661807806,Blocker
Tommy Doyle,1062.2300259861433,Blocker
Folorunso Fatukasi,976.3653794474482,Rusher
Vernon Butler,895.3365037129244,Rusher
Star Lotulelei,1008.8731748366499,Rusher
Matt Milano,618.3149777456815,Rusher
Chuma Edoga,1110.3647282059578,Blocker
Boogie Basham,900.7189384265836,Rusher
David Bakhtiari,1053.4152788202275,Blocker
Josh Myers,1182.2992407630024,Blocker
Ryan Mccollum,1241.523462749496,Blocker
Walker Little,1322.1724213507027,Blocker
Zaire Franklin,797.4430192711134,Rusher
Eric Fisher,1204.1387241081345,Blocker
Kyler Fackrell,983.6782187669809,Rusher
