player_name,role,mean_final_elo,sd_final_elo,q025,q50,q975
Austin Bryant,Rusher,760.407765771457,3.48440233102673,753.024251060212,760.637312294926,766.626687123855
Austin Calitro,Rusher,748.994121237398,0.0752285025638469,748.837278289078,749.007232783472,749.115461429722
Austin Corbett,Blocker,1157.03129094184,5.45171141738524,1146.1452426667,1157.10106303356,1167.27204436133
Austin Faoliu,Rusher,743.633991852896,0.942427573401435,741.690761784542,743.643772552136,745.313931573178
Austin Jackson,Blocker,1140.72941288076,5.65269725633482,1129.60389681527,1140.84227608595,1151.41882984225
Austin Johnson,Rusher,734.614554672014,2.97121884170091,729.01704201126,734.529077107315,740.510371532515
Austin Reiter,Blocker,1112.71328007386,3.8521767932071,1105.62254007292,1112.52827246687,1119.92142573982
Austin Schlottmann,Blocker,1121.08598869796,0.764391650559718,1119.53803114481,1121.06447054136,1122.70562567936
Azeez Al-Shaair,Rusher,730.897735759767,0.653071331442318,729.582123631716,730.911996538039,732.147817253124
Azeez Ojulari,Rusher,729.746025520175,2.99255132369931,723.722556372207,729.811549494933,735.373940066009
Azur Kamara,Rusher,739.731368928336,0.584063079625565,738.566488630277,739.7364906224,740.880802209994
B.J. Finney,Blocker,1145.76616615091,1.83989453116462,1142.43354431933,1145.68027062429,1149.70610257151
B.J. Hill,Rusher,761.907381833169,8.75187818263787,745.250210318229,761.843269890727,779.300189722902
Baron Browning,Rusher,713.941818542837,0.694847607432827,712.571255937131,713.939021054322,715.273386803249
Ben Banogu,Rusher,728.704221296991,1.39823779491011,725.850557836555,728.76749168023,731.298058358367
Ben Bartch,Blocker,1129.59097956284,4.11734463911429,1122.03199345628,1129.48642486751,1137.9319912119
Ben Bredeson,Blocker,1133.41501232054,4.08910426435646,1125.8580316849,1133.37816970587,1141.19645481627
Ben Cleveland,Blocker,1180.46916510066,2.47163970233896,1175.72524140938,1180.43019831593,1185.35187863975
Ben Jones,Blocker,1170.61192714641,4.12053204023413,1163.1508109006,1170.44347821433,1178.97244883545
Ben Niemann,Rusher,709.537434999135,1.19129697388434,707.262205859438,709.558181060203,711.711118078354
Ben Powers,Blocker,1147.8095076826,4.93652326787505,1138.46324224084,1147.76461984143,1157.53590171293
Benardrick Mckinney,Rusher,749.219126314888,0.251071018984081,748.717870611356,749.22540314204,749.693636302332
Benning Potoa'E,Rusher,748.782127819753,0.31666211017785,748.2261302345,748.742539696666,749.387609145067
Benson Mayowa,Rusher,708.33084534897,3.71850922553347,700.7308255791,708.439137484414,714.860295835241
Bilal Nichols,Rusher,729.326384986633,3.51104677161841,722.632338042497,729.354257594943,736.198649510389
Billy Price,Blocker,1136.83182865238,4.69076585527646,1127.74413484385,1136.9604324653,1145.79312590242
Billy Turner,Blocker,1150.41234570203,4.15099278862183,1142.52967832547,1150.3275093037,1158.46429506333
Blake Brandel,Blocker,1134.78406991883,0.484273739853988,1133.88056724061,1134.77219534446,1135.76491160312
Blake Cashman,Rusher,747.978330799698,0.124202082426321,747.730680675934,748.009875342852,748.155025606692
Blake Hance,Blocker,1107.22599078953,4.98875170860143,1098.03592744508,1107.02668869761,1117.53300633111
Blake Lynch,Rusher,763.440280270318,0.507783942062148,762.387040964007,763.495385412105,764.269172850389
Blake Martinez,Rusher,739.676843858913,0.310933755601859,739.080117379075,739.707697222222,740.210773082659
Bobby Brown III,Rusher,751.798802583497,0.728573419495171,750.378559505932,751.796844318946,753.131914662663
Bobby Evans,Blocker,1115.7146378838,1.4212673862827,1113.22746938708,1115.60812313647,1118.65101128671
Bobby Hart,Blocker,1125.61506462577,1.7246442288749,1122.22840202518,1125.57265014028,1129.01026797052
Bobby Massie,Blocker,1121.4397475015,6.07162186451318,1110.04572579371,1121.27471424003,1133.39721341586
Bobby Okereke,Rusher,720.573369659093,0.95890698464793,718.652317393089,720.598369960814,722.373524030547
Bobby Wagner,Rusher,739.305874919195,2.73789357150197,734.246585236276,739.328127349268,744.131082978178
Boogie Basham,Rusher,735.165605619034,2.81392188272511,729.778331846474,735.263864291827,740.23431385394
Braden Smith,Blocker,1160.00500147546,3.48952072620385,1153.42614670301,1159.90503886293,1167.11388495157
Bradlee Anae,Rusher,738.545639043403,1.40027656118765,735.45368875664,738.717359889968,740.915867790261
Bradley Bozeman,Blocker,1172.19997255633,4.19818319896496,1164.16052238448,1172.21040716617,1180.43377893121
Bradley Chubb,Rusher,734.499644159974,2.87522172003459,728.803999442546,734.536512788898,739.924531690639
Brady Christensen,Blocker,1071.16393636798,6.46892663735441,1058.99321112115,1070.94626316842,1083.53244695876
Brandin Bryant,Rusher,751.009541756136,1.08975803571798,748.774423116494,751.28392013685,752.504756147908
Brandon Brooks,Blocker,1142.47241214341,0.78954349230809,1141.11410991723,1142.40113384217,1144.11031292728
Brandon Copeland,Rusher,737.456259672663,3.50311071689489,730.837895724794,737.449367824624,743.886276489607
Brandon Graham,Rusher,749.464641796399,1.43167730844124,746.577048113184,749.501840503655,752.156554033948
Brandon Linder,Blocker,1162.1544808019,2.19242908535775,1157.90212502639,1162.14565492618,1166.43722645966
Brandon Parker,Blocker,1126.47823821711,6.34749611033008,1114.24082010186,1126.44191481646,1138.55583082428
Brandon Scherff,Blocker,1157.28301802629,1.97689965678704,1153.47668011862,1157.26699490358,1161.23512806924
Brandon Shell,Blocker,1118.72677631589,4.83257078643527,1109.61720165816,1118.71164157641,1128.42869579687
Brandon Williams,Rusher,694.200053659522,1.89855649156397,690.466305483785,694.19470917754,697.850039970373
Bravvion Roy,Rusher,712.201766825306,2.51907787601463,706.965227089888,712.280693968817,716.811979643732
Braxton Hoyett,Rusher,753.445929456159,0.19892095333693,753.058731281981,753.485090993662,753.758920560935
Breiden Fehoko,Rusher,721.973139826162,1.78075504598731,718.422246773563,722.157274109527,724.981555604823
Brennan Scarlett,Rusher,746.9903917121,1.27691795112237,744.524396572801,746.996947497965,749.482056079115
Brent Urban,Rusher,734.252731218417,1.5744815781357,731.142772562814,734.284473864084,737.130153446047
Brett Toth,Blocker,1134.86249782297,0.548183872251313,1133.97290731849,1134.79466127446,1135.96259675867
Brian Allen,Blocker,1160.6274255374,3.98469702473919,1153.03968820477,1160.55124018608,1168.54578064816
Brian Burns,Rusher,709.46099470451,3.10871380339258,702.474212123147,709.806613426155,714.640565148343
Brian O'Neill,Blocker,1170.07364559084,6.42640903620574,1157.25640755646,1170.25262701402,1181.93170394317
Brian Winters,Blocker,1133.82943455912,0.476945055261937,1132.93212246412,1133.80957905899,1134.8091421312
Broderick Washington,Rusher,763.194543410296,4.16709014202387,754.443121482082,763.732962264846,770.003106446249
Bruce Hector,Rusher,742.653074009151,0.498207074985491,741.612688261258,742.681969614066,743.550432927495
Bruce Irvin,Rusher,730.516953197982,2.59214868574564,725.437227939551,730.50942937627,735.564150576992
Bryan Bulaga,Blocker,1134.09422351421,1.21112910242097,1131.88591491583,1133.99627119795,1136.24631698792
Bryan Mone,Rusher,776.699157764256,4.70006197617051,765.964209005965,777.332570155394,784.123939139304
Bryce Huff,Rusher,738.592261597819,3.60348916292977,731.21337101849,738.646045948907,745.165325253121
Bud Dupree,Rusher,727.786126020062,4.43086846924332,718.318928811637,728.172467297418,735.474217642821
Bunmi Rotimi,Rusher,726.965784935112,2.47219058210263,722.163638073946,726.888958973598,731.765319683504
C.J. Mosley,Rusher,709.027101257737,1.31420861920821,706.407226262399,709.056241223305,711.512868261514
Calais Campbell,Rusher,725.736811350002,4.4550759020662,717.271605993636,725.780620398846,734.351922483275
Caleb Benenoch,Blocker,1089.08874646302,1.5319066979138,1086.73855577938,1088.76985289963,1091.95183373451
Caleb Johnson,Rusher,748.899891904072,0.0913479991025051,748.694853068186,748.910918389172,749.059676001241
Calvin Anderson,Blocker,1120.13776106423,7.07547535324063,1109.23163946545,1119.93975729568,1132.55593547868
Calvin Throckmorton,Blocker,1183.31121769595,3.53151297407285,1176.57261323707,1183.30388830669,1190.30974212652
Cam Brown,Rusher,751.393349938122,0.300414253952521,750.764040081064,751.411780432131,751.925512149253
Cam Robinson,Blocker,1142.50588961798,4.69543779165674,1133.42028505426,1142.49822086119,1151.68592577649
Cam Sample,Rusher,709.633399236802,2.05058368452157,705.479331376316,709.708615391961,713.392035873302
Cameron Erving,Blocker,1144.34153606809,3.21684465369431,1138.49299077842,1144.19439970732,1150.9652286593
Cameron Fleming,Blocker,1118.66592274206,5.44460405903116,1108.67982441398,1118.70503775462,1128.65210665422
Cameron Heyward,Rusher,731.685264679132,7.89138060461025,716.80611785239,731.583317584533,747.05177147061
Cameron Jordan,Rusher,724.654794841043,4.41196755434775,715.739049274336,724.763789892213,732.961994328885
Cameron Malveaux,Rusher,726.605992624158,1.16042335402204,724.628120316811,726.560766116288,728.711848992773
Cameron Tom,Blocker,1125.62285387964,0.0544626270086349,1125.52116157382,1125.62384709281,1125.75057505288
Caraun Reid,Rusher,746.402597724953,0.59076184452563,745.08101811948,746.490421105325,747.400536359834
Carl Davis Jr.,Rusher,743.735473211475,3.7589601828986,735.745309499383,744.077106811052,750.04999743713
Carl Granderson,Rusher,711.623033133018,3.18034612887766,705.367757413931,711.638852427083,717.72506807045
Carl Nassib,Rusher,717.943378653563,3.11427069850116,711.945312321572,718.042097014271,723.592201487979
Carlos Basham Jr.,Rusher,755.36183576244,1.93658953073899,751.987662953622,755.408347276519,758.672673064514
Carlos Davis,Rusher,733.449834955302,1.06079634555414,731.207306936233,733.538088053837,735.324522409218
Carlos Dunlap,Rusher,782.597300514651,5.95803990913939,769.803698155173,783.062932110511,793.135402919914
Carlos Watkins,Rusher,737.961196930444,2.5515598205839,733.04636756869,737.955593255342,742.779832794002
Carter Coughlin,Rusher,747.44470243335,0.838536294151169,745.730367332693,747.479818832974,748.938947391835
Casey Toohill,Rusher,682.779946521709,2.3481178008507,678.020416756373,682.823903647182,687.16918255893
Casey Tucker,Blocker,1117.33997339255,0.331306803003,1116.70622329269,1117.31567661313,1118.02361547178
Cassius Marsh Sr.,Rusher,763.19332887865,2.25579055126121,758.823179617699,763.266908052803,767.271978710357
Cedric Ogbuehi,Blocker,1115.98183923155,0.651025140108289,1114.80931898615,1115.96131228545,1117.40321816604
Cesar Ruiz,Blocker,1164.56441078811,4.29839409186571,1156.51234119396,1164.48491314323,1173.18963393893
Chandler Jones,Rusher,764.982377667697,10.5043033576248,745.406866259691,764.444795551223,785.76669014532
Chapelle Russell,Rusher,753.000446695358,0.0960261886664962,752.811423134598,753.02403064955,753.143557183478
Charles Harris,Rusher,743.444693489597,5.34528777907514,732.770478505611,743.505362066919,753.565627566098
Charles Leno Jr.,Blocker,1147.56171504465,6.29617489102527,1135.43734858296,1147.52962978191,1159.69432904474
Charles Omenihu,Rusher,750.013993220507,4.15427532724424,741.545390563553,750.30259290981,757.171732113244
Charles Snowden,Rusher,748.9155303231,0.0939332074879824,748.724525676277,748.924963711733,749.091507259849
Charlie Heck,Blocker,1104.85629992654,8.59111098122996,1088.03670096412,1104.9492082736,1121.11264825714
Chase Roullier,Blocker,1141.85406531216,2.24642398402299,1137.61029572972,1141.80286275939,1146.42399929024
Chase Winovich,Rusher,731.316840166543,1.5144966211022,728.395652013698,731.264560202846,734.105353539567
Chase Young,Rusher,720.915902027092,3.50743634444502,713.924630128754,721.071890698912,727.400271242301
Chauncey Golston,Rusher,712.399440217799,2.49690390956342,707.423357369176,712.491014646459,716.984383876013
Chauncey Rivers,Rusher,755.694701066886,0.868774433639408,753.925590932917,755.711061476993,757.369147805809
Chris Board,Rusher,718.755552688006,1.32837337418973,716.140865290387,718.780480158908,721.246105222105
Chris Hubbard,Blocker,1111.89490367611,0.929723846554638,1110.33273728824,1111.76124865082,1113.82624986757
Chris Jones,Rusher,773.965446620596,8.62557796885362,758.024445378516,773.507115994013,791.50855165204
Chris Lindstrom,Blocker,1138.75146430384,5.54889873536206,1128.25909854988,1138.66169913256,1149.8319272465
Chris Reed,Blocker,1137.69384863315,2.65692835180969,1132.88703173603,1137.58031946391,1143.28137650429
Chris Rumph II,Rusher,726.430791865245,1.43837968795407,723.729659739148,726.436739417657,729.201920923129
Chris Smith,Rusher,763.704258126385,1.78198897182347,760.494065771873,763.730324746429,766.750304300109
Chris Williams,Rusher,748.658712749467,0.977419206699486,746.74829986659,748.660739873889,750.578957362012
Chris Wormley,Rusher,754.614986339534,7.56792664751686,740.840940591404,754.225283918737,769.816862380432
Christian Barmore,Rusher,744.279353014709,5.07826818592075,734.473019173021,744.231094744859,753.991863467743
Christian Covington,Rusher,744.494595965237,4.24113189899381,735.502509016913,744.913100681618,751.732057294367
Christian Darrisaw,Blocker,1114.95754815699,4.60025382066616,1106.40042477578,1114.79083453001,1124.26546549189
Christian Jones,Rusher,750.150024348789,0.156152749658887,749.826604884866,750.159964574257,750.421679824761
Christian Kirksey,Rusher,726.338246174516,0.708742865867535,724.967955485637,726.339047246269,727.715733464907
Christian Ringo,Rusher,721.859541721981,2.20356640355645,717.420607831522,721.898454567776,725.973942506773
Christian Wilkins,Rusher,746.229399349944,3.3579745156562,739.622449623616,746.285770386375,752.560639288414
Chukwuma Okorafor,Blocker,1150.38670572152,7.55806225947093,1135.86644211319,1150.20408102415,1165.24683306114
Chuma Edoga,Blocker,1127.12556090778,0.332124393108128,1126.59536544146,1127.09043797463,1127.76066324848
Clay Johnston,Rusher,748.93430405983,0.0573110578210561,748.816755455654,748.928922445123,749.052413147982
Clelin Ferrell,Rusher,754.261891860025,2.76747942065183,748.647397670298,754.371960656546,759.292867117438
Cody Barton,Rusher,752.883450976054,0.0404557955384142,752.799003926461,752.883099945554,752.963828790826
Cody Ford,Blocker,1119.15243290348,5.65692397323291,1110.83355296351,1117.93223878248,1131.80633493052
Cody Whitehair,Blocker,1184.55991582346,3.14610236061863,1178.51110725466,1184.519956933,1190.81129282482
Colby Gossett,Blocker,1110.5716150085,1.70423274395608,1108.02440172725,1110.31657600741,1113.99781775027
Cole Holcomb,Rusher,747.960005102062,2.13888474639591,743.695406070494,747.996153635765,751.876959123474
Cole Toner,Blocker,1130.95784838962,1.95821332051,1128.55952261601,1130.30148478257,1135.26846307569
Coleman Shelton,Blocker,1152.02104426776,4.00538639607613,1145.00690287154,1151.96885813672,1159.79813519039
Colton Mckivitz,Blocker,1095.93053236615,2.41515155507976,1091.1656171371,1096.04845622999,1100.68559464507
Connor Mcgovern,Blocker,1121.20098551771,4.09049055168781,1113.26895278553,1121.22263654821,1129.02404012879
Conor Mcdermott,Blocker,1089.10078938649,4.45366466839798,1081.50315022185,1089.03543525613,1098.03130742958
Corey Levin,Blocker,1133.27070375392,0.687180691830695,1132.16827491781,1133.2751883903,1134.55732323419
Corey Linsley,Blocker,1172.4390259689,3.28205885863831,1166.07190414019,1172.52889967979,1178.556518091
Corey Peters,Rusher,690.247146323788,1.87704112344306,686.449269992363,690.287910560025,693.77756314435
Cornelius Lucas,Blocker,1140.98687239001,3.48465316108953,1134.64969270149,1140.82337915673,1148.33048298787
Cortez Broughton,Rusher,748.784770085054,0.0577470023049627,748.675317016441,748.783436573907,748.897648939428
Cory Littleton,Rusher,740.696109237366,0.431128739780478,739.763573985825,740.733140359991,741.441202723781
Creed Humphrey,Blocker,1142.97425786742,4.61556985168173,1134.46247960613,1142.8399493236,1152.23694094882
Curtis Robinson,Rusher,750.406294625636,0.219467971227221,750.013635361312,750.459389493112,750.740540972542
Curtis Weaver,Rusher,746.447961376652,0.141525451758076,746.13450219274,746.434619433172,746.738618539539
D'Ante Smith,Blocker,1123.6778250615,2.34499711433157,1119.28927995788,1123.56147124638,1128.59441323336
D.J. Humphries,Blocker,1108.65512659114,8.99647096385566,1091.37962756759,1108.65346784008,1125.98900514669
D.J. Jones,Rusher,756.614498271464,4.2626465034834,748.629239330136,756.44742156996,765.192900357699
D.J. Reader,Rusher,739.934690216994,4.97165134602413,730.787863911706,739.757807404754,749.812625821447
D.J. Wonnum,Rusher,696.515789494695,3.5625540657926,689.468327455954,696.546896032571,703.212595140976
Da'Shawn Hand,Rusher,732.000620978275,1.78289780622447,728.26367477393,732.322763267597,734.716530890219
Daelin Hayes,Rusher,747.746680509539,0.146456149007927,747.471993427723,747.776076682149,747.979797883031
Dakota Allen,Rusher,745.963023444958,0.286368027497024,745.414739235351,745.950789084209,746.484079766535
Dalton Risner,Blocker,1170.14104220249,3.60939417599677,1163.05002765845,1170.22184382444,1177.07721685092
Dalvin Tomlinson,Rusher,759.949261400246,5.243274326573,750.005977069175,759.893544730257,769.957861951463
Damien Lewis,Blocker,1127.91840069629,3.76327778165691,1120.62945865706,1127.93409497081,1135.23024391964
Damien Wilson,Rusher,731.162396812441,0.920273064456522,729.425932078528,731.150678426903,733.003892665018
Damion Square,Rusher,738.055985123637,2.06912820390278,734.168627343468,738.055998591407,742.050286409484
Dan Moore Jr.,Blocker,1157.00442161704,4.71576630511942,1147.73777485836,1157.03675022979,1166.07511526603
Daniel Archibong,Rusher,746.027750753382,0.295887472392844,745.428321409866,746.098968032557,746.452193472078
Daniel Brunskill,Blocker,1141.22698580986,7.95422839238281,1126.44076769473,1141.11905811495,1156.89235301552
Daniel Ekuale,Rusher,794.644892168127,8.23094877498355,778.952728686872,794.856627750517,809.672268797891
Daniel Wise,Rusher,716.054351146869,1.6464350654007,712.523628080532,716.21235010198,718.883588275639
Danielle Hunter,Rusher,758.650954374576,5.60758584881125,747.102642041671,759.256650573643,767.73779480565
Danny Pinter,Blocker,1138.0803147541,2.13643337975224,1134.36299866233,1137.89639094275,1142.29691402507
Danny Shelton,Rusher,710.220978043432,1.83419176669516,706.413648934884,710.330735856218,713.574262355183
Danny Trevathan,Rusher,746.54337809095,0.149661684311274,746.230881258941,746.550713290307,746.816116650287
Dante Fowler Jr.,Rusher,738.203616950128,3.34225503597668,731.393288438112,738.425421906494,744.105102408755
Daquan Jones,Rusher,751.381952093525,4.28245323608094,742.824639571207,751.49258094311,759.095994697099
Darious Williams,Rusher,749.244079909958,0.137921047371011,748.921746384218,749.290321094223,749.396097204546
Darius Hodges,Rusher,751.575144702374,0.379388871813113,750.819468056356,751.613290399266,752.234391941807
Darius Leonard,Rusher,728.78630363165,0.863078820203773,727.013454075136,728.800880416874,730.40624072424
Darius Philon,Rusher,746.304458076808,2.20134469447311,741.770886456722,746.384563634197,750.348785351501
Daron Payne,Rusher,733.186028924441,3.84065492813737,725.587688025318,733.205935584181,740.643083422758
Darrell Taylor,Rusher,755.245323689811,3.62216786569645,747.413645925295,755.565544722019,761.479723948527
Darryl Johnson,Rusher,742.684319461529,0.447113582090344,741.751382185105,742.705204010662,743.518865843402
Daryl Williams,Blocker,1131.50632924892,7.55329409302918,1117.38111007176,1131.47845432676,1145.92527132647
David Andrews,Blocker,1166.61229472442,2.90830808159623,1160.89377790892,1166.64338504398,1172.21834204887
David Bakhtiari,Blocker,1121.92763767888,1.34182482473988,1119.45880939097,1121.94187598488,1125.11112174667
David Edwards,Blocker,1158.06519445368,5.656584262415,1146.71653157426,1158.1891945048,1168.43719549652
"David Long, Jr.",Rusher,751.064869114173,1.86535773352784,747.495498249561,751.090476405365,754.298384349524
David Mayo,Rusher,748.875144758311,0.0921692527105291,748.672828999208,748.89157020997,749.032295715805
David Moa,Rusher,740.120086117942,0.356606771087559,739.376545601109,740.150874962963,740.738618887868
David Onyemata,Rusher,757.746472707802,3.96336595672969,749.841121361128,757.884027248927,765.183688994098
David Quessenberry,Blocker,1149.13549529689,6.26507941453122,1137.29058730955,1149.0348902352,1161.42772577127
David Sharpe,Blocker,1095.40268801248,4.83273403859198,1087.59288343986,1095.14667130176,1104.20923765738
David Steinmetz,Blocker,1126.22840270356,0.0828909344618465,1126.06319095341,1126.22877192552,1126.41683323431
Davion Taylor,Rusher,746.690067351266,0.144320068328608,746.367651419103,746.711321140946,746.91224596671
Daviyon Nixon,Rusher,744.65763110292,0.846645864828149,742.974301745155,744.689119518023,746.235841016742
Davon Godchaux,Rusher,716.836177851559,2.88467963981545,711.012751057051,716.904531532729,722.326145854216
Davon Hamilton,Rusher,753.746715828114,2.77750654163296,748.112809961986,753.803100829809,759.081457639875
Dawuane Smoot,Rusher,742.499800806744,2.93786011208878,736.692026947395,742.520114996859,748.07151858699
Dayo Odeyingbo,Rusher,705.916588621934,1.96375748698782,702.221228372209,705.863292093075,709.846882043265
De'Vondre Campbell,Rusher,739.173865096588,0.917425881881896,737.317339993148,739.224711000056,740.858672124695
DeAngelo Malone,Rusher,748.950735013449,0.0906587827880253,748.800576828126,748.960123720824,749.089353550685
DeMarcus Lawrence,Rusher,740.365592747324,3.79877191178685,732.75002746206,740.444207341576,747.294519128516
Dean Lowry,Rusher,713.772945471888,4.30579704119704,705.525846688318,713.707172889563,722.157990321597
Deatrich Wise Jr.,Rusher,747.082179155426,2.89470581977706,741.22614163649,747.108783450407,752.591401426596
Dee Ford,Rusher,747.34699124682,2.86557279880144,741.708186276778,747.346671905814,752.899961218037
Deforest Buckner,Rusher,782.553817648093,10.4637783951696,762.966234373242,782.419862437164,803.169651332772
Deion Jones,Rusher,744.684929097956,0.897213994253043,742.94996051739,744.695274409565,746.332811743965
Del'Shawn Phillips,Rusher,747.579547892287,0.183813708271334,747.169255206959,747.599577645911,747.888245014603
