player_name,role,mean_score,sd_score,q025,q25,q50,q75,q975,n_boot,fixed_lambda,bootstrap_scope
Micah Parsons,Rusher,0.3200732586771859,0.15144124084510238,0.038030248746795496,0.21141481101183063,0.3241819727426595,0.42294167390170934,0.6066650776179784,1000,7.337467970651383e-5,train_fit_end_to_end
Joey Bosa,Rusher,0.3114333218436306,0.11863471953189675,0.07432638254223516,0.23099920551993353,0.31683618497868693,0.39638513270976516,0.5258225734055875,1000,7.337467970651383e-5,train_fit_end_to_end
Shelby Harris,Rusher,0.30508013283471025,0.17137508630513804,-0.03262338723422032,0.1813631781471772,0.31037049851798426,0.4256030453049018,0.6150776765618609,1000,7.337467970651383e-5,train_fit_end_to_end
Trey Hendrickson,Rusher,0.30322425085754706,0.12443598897685913,0.05531284567326621,0.2206587147942366,0.3040970298051021,0.38720666267041676,0.5429527908663911,1000,7.337467970651383e-5,train_fit_end_to_end
Jadeveon Clowney,Rusher,0.29531955399285653,0.2084981819832237,-0.10001451970798715,0.15187545671444835,0.2990405921438132,0.44514084585350555,0.6904817577103138,1000,7.337467970651383e-5,train_fit_end_to_end
Yannick Ngakoue,Rusher,0.28055542816827306,0.14916989681086798,-0.009064723242164684,0.17653274316154785,0.2872313927482496,0.3866557302334903,0.5520625746541485,1000,7.337467970651383e-5,train_fit_end_to_end
Rashan Gary,Rusher,0.2719017521901119,0.1608763611535734,-0.01563496658127662,0.15497452212578156,0.2755939916621124,0.37888220308361265,0.5699407841696128,1000,7.337467970651383e-5,train_fit_end_to_end
B.J. Hill,Rusher,0.2688609225401601,0.19649762476050123,-0.09977487704261961,0.12874544709814884,0.27344725492665717,0.4062908489892667,0.6510963306398168,1000,7.337467970651383e-5,train_fit_end_to_end
Joe Thuney,Blocker,0.2677053410311511,0.07404245269769211,0.10659382826062329,0.21942362550838326,0.27317781900722693,0.31829672991068997,0.39792798501652227,1000,7.337467970651383e-5,train_fit_end_to_end
Corey Linsley,Blocker,0.2662698895165984,0.05748743703179217,0.14384265014692338,0.22876511057400384,0.26554226730436004,0.30647394906538217,0.37383909105610286,1000,7.337467970651383e-5,train_fit_end_to_end
Everson Griffen,Rusher,0.26026752080048954,0.1598464279887592,-0.04509208134245958,0.1480301972365295,0.2646895850457714,0.3760305628688777,0.5623513133714891,1000,7.337467970651383e-5,train_fit_end_to_end
Sheldon Day,Rusher,0.2593298123445891,0.1904888253338967,-0.11084862864213194,0.12347703087233378,0.2693313543744533,0.3937097435554682,0.6191166203016613,1000,7.337467970651383e-5,train_fit_end_to_end
Tytus Howard,Blocker,0.25816969092183806,0.05494288195331956,0.14890237493299296,0.21926924373841986,0.26031684644326203,0.2949380774413548,0.36491470345336785,1000,7.337467970651383e-5,train_fit_end_to_end
Daniel Ekuale,Rusher,0.2579405007184954,0.2041450766258278,-0.042741802466769965,0.13215901216462084,0.20052152154207725,0.3690246922130336,0.7095762859877666,1000,7.337467970651383e-5,train_fit_end_to_end
Chris Jones,Rusher,0.2544025225767386,0.1757597456912854,-0.10329234563576724,0.13664067647123473,0.2613273668483801,0.3751424083949935,0.5862426049696182,1000,7.337467970651383e-5,train_fit_end_to_end
Efe Obada,Rusher,0.25213813387392714,0.21585447603933827,-0.0857994029200244,0.11649886616381466,0.21995070878091896,0.40162216503036635,0.6907782880177898,1000,7.337467970651383e-5,train_fit_end_to_end
Yetur Gross-Matos,Rusher,0.2514319031649365,0.3018872341013259,-0.12006528847181207,-0.02443789307231841,0.2850545827874907,0.4253730708428198,0.8971894264839537,1000,7.337467970651383e-5,train_fit_end_to_end
David Onyemata,Rusher,0.24916261260450992,0.20510229279224498,-0.11712457393535979,0.09798414274278591,0.2365788634508712,0.39220493870540507,0.6454506632830185,1000,7.337467970651383e-5,train_fit_end_to_end
Bud Dupree,Rusher,0.2407585033004681,0.18434816359564166,-0.09079799978725743,0.10590069216401886,0.23398132382103987,0.36507309401569965,0.6118606407031331,1000,7.337467970651383e-5,train_fit_end_to_end
Dion Dawkins,Blocker,0.23437279435711972,0.07825302457572368,0.0776989515358513,0.18297368382713183,0.23545106927640486,0.28759145665228414,0.3844950328479755,1000,7.337467970651383e-5,train_fit_end_to_end
Josh Allen,Rusher,0.2306187281766207,0.18202021003740754,-0.10183595298587791,0.10258860243257162,0.22683406649587862,0.3582173849865722,0.5779138007830227,1000,7.337467970651383e-5,train_fit_end_to_end
Preston Smith,Rusher,0.23034819896022551,0.16133914076826636,-0.07263059025593,0.11631970407120765,0.2279650534623495,0.3369445806659794,0.5516272321921286,1000,7.337467970651383e-5,train_fit_end_to_end
Marquis Haynes Sr.,Rusher,0.22941775894561142,0.17993676580170903,-0.06053097059707898,0.09594288890453098,0.21477064614104568,0.3528837076196676,0.6241993369056769,1000,7.337467970651383e-5,train_fit_end_to_end
Javon Hargrave,Rusher,0.2174728117685889,0.1926138408424654,-0.1705185514346166,0.08413666087993742,0.2179176300739984,0.3477025309304408,0.587426951714567,1000,7.337467970651383e-5,train_fit_end_to_end
Jonathan Greenard,Rusher,0.21571062025067236,0.1510425959081787,-0.056656458874404576,0.10989317280478529,0.2050620528941272,0.31872870780246376,0.5344379798066923,1000,7.337467970651383e-5,train_fit_end_to_end
Marcus Davenport,Rusher,0.21006689162064934,0.1685748069786158,-0.07317280900772655,0.09734854145220102,0.1958457068578083,0.32295923203513544,0.5602354319746524,1000,7.337467970651383e-5,train_fit_end_to_end
Halapoulivaati Vaitai,Blocker,0.2075959425405476,0.07661076186944077,0.05056536362870126,0.15983165779964437,0.21390770741888912,0.26297924417848434,0.3386510040626256,1000,7.337467970651383e-5,train_fit_end_to_end
Von Miller,Rusher,0.2072332846649193,0.1356256944633735,-0.04960305504454624,0.10886987567316916,0.21128349034757266,0.3001550390521355,0.4650739603921941,1000,7.337467970651383e-5,train_fit_end_to_end
Shaq Mason,Blocker,0.2058149992272271,0.07248015422610775,0.05062380017427474,0.15907913911313204,0.21156476836011423,0.25670895461821286,0.3290333379054852,1000,7.337467970651383e-5,train_fit_end_to_end
Randy Gregory,Rusher,0.20574097955022053,0.1764525471333189,-0.08915801768624132,0.07925995288771137,0.19003427783184748,0.32309505532506455,0.5992283688590911,1000,7.337467970651383e-5,train_fit_end_to_end
Jeffery Simmons,Rusher,0.20325660610415994,0.20036303796784455,-0.16667565217018554,0.06255670076131013,0.1988679400148563,0.34741194567759576,0.6091568530330207,1000,7.337467970651383e-5,train_fit_end_to_end
Taylor Stallworth,Rusher,0.20098266723124855,0.2569287921071928,-0.17858506235688484,-0.002023258641067437,0.1856573395812473,0.38868650054402487,0.7401879671114124,1000,7.337467970651383e-5,train_fit_end_to_end
Leonard Floyd,Rusher,0.19905158603106957,0.1698011427856895,-0.12709566067391842,0.07919942180321715,0.18883040124086756,0.3106623666984024,0.530471982439179,1000,7.337467970651383e-5,train_fit_end_to_end
Creed Humphrey,Blocker,0.19884203458390226,0.08320101844638214,0.028069404613426822,0.1432885590712884,0.2001817695264373,0.2541997601237326,0.35995623900554113,1000,7.337467970651383e-5,train_fit_end_to_end
Cameron Heyward,Rusher,0.19772963890380207,0.14986846868812445,-0.09539102073975884,0.09838411190859203,0.2031469867985831,0.30066403189331814,0.4890574776883773,1000,7.337467970651383e-5,train_fit_end_to_end
Akiem Hicks,Rusher,0.19735796203085446,0.23685990223116604,-0.1608024283088276,-0.0017076723918720534,0.18851406071568272,0.36266751104724887,0.6877416506482589,1000,7.337467970651383e-5,train_fit_end_to_end
Josh Sweat,Rusher,0.196798710807196,0.1595792878804056,-0.11209050370041322,0.0823743499822133,0.19852354528405108,0.3059614137273331,0.5012508895706994,1000,7.337467970651383e-5,train_fit_end_to_end
Josh Uche,Rusher,0.19602512283141352,0.21278695168059042,-0.08212923068620544,0.01735752584002063,0.18230039925309627,0.3220754233308871,0.6661294874478842,1000,7.337467970651383e-5,train_fit_end_to_end
Kemoko Turay,Rusher,0.1950921122848521,0.1859958773450852,-0.08791845572534981,0.08736134230570827,0.15214361642669028,0.30903611907666506,0.5919837149254191,1000,7.337467970651383e-5,train_fit_end_to_end
Rasheem Green,Rusher,0.19266980126306688,0.17330781044099644,-0.13474155000358148,0.06651686526734313,0.19068065564543846,0.3172901042513815,0.5145556125664851,1000,7.337467970651383e-5,train_fit_end_to_end
Jason Kelce,Blocker,0.18915225221224688,0.06978344235015357,0.03634538565734656,0.1456242683821407,0.19126303786226273,0.23879749586070514,0.3144271942325596,1000,7.337467970651383e-5,train_fit_end_to_end
Matthew Judon,Rusher,0.18802514895831143,0.11804857461843835,-0.035585470511082046,0.1059999019120874,0.18641241612419043,0.267628004193448,0.421061469356811,1000,7.337467970651383e-5,train_fit_end_to_end
Rashawn Slater,Blocker,0.18698896282799263,0.11161424414439598,-0.04059030999234237,0.11131756829453487,0.1959211734077888,0.26984301806843536,0.37681925475676,1000,7.337467970651383e-5,train_fit_end_to_end
Trent Williams,Blocker,0.18655765176471079,0.08775704344858455,0.011786929421434134,0.1267385847378912,0.18843989138190204,0.24819513176148053,0.3507109574701014,1000,7.337467970651383e-5,train_fit_end_to_end
Tanoh Kpassagnon,Rusher,0.1789352438159967,0.14964089012001033,-0.06558752862876052,0.06839884428452789,0.16711497811122705,0.27892261330983537,0.5019281752313622,1000,7.337467970651383e-5,train_fit_end_to_end
Taylor Moton,Blocker,0.17785327326573025,0.08436565907955076,0.0010317546194980977,0.11986045617270943,0.18176791053646668,0.24126948759838632,0.33416955393565406,1000,7.337467970651383e-5,train_fit_end_to_end
Jawaan Taylor,Blocker,0.1768643593931281,0.09003379092309159,-0.006727709451289885,0.11607717551441293,0.1798960933419521,0.24249834685435814,0.33702673184325055,1000,7.337467970651383e-5,train_fit_end_to_end
Mario Addison,Rusher,0.17578162583021234,0.12723413200867698,-0.056024480744623954,0.0877052463219784,0.17014294385000023,0.26427180628791697,0.4274666328797702,1000,7.337467970651383e-5,train_fit_end_to_end
Arden Key,Rusher,0.175523728253269,0.16104538244061856,-0.10536255239571855,0.0550419792684408,0.16217996515498026,0.2831576146193485,0.5147747748716327,1000,7.337467970651383e-5,train_fit_end_to_end
Ted Karras,Blocker,0.1748822182436071,0.06598854107786227,0.04542677558510893,0.13109730108684486,0.17646119247150327,0.22093836905425565,0.29747535201897357,1000,7.337467970651383e-5,train_fit_end_to_end
Chris Reed,Blocker,0.1739238089352609,0.05291423692668722,0.07181794754121186,0.1361994121125143,0.1741531705267647,0.21302664385914033,0.2708367376460134,1000,7.337467970651383e-5,train_fit_end_to_end
Cameron Jordan,Rusher,0.17345288794624109,0.13135299337942374,-0.10293754263631381,0.09099153833248932,0.17456570893386544,0.2677601299650636,0.4159015433932894,1000,7.337467970651383e-5,train_fit_end_to_end
P.J. Williams,Rusher,0.17311172110545536,0.14077637044540292,-0.023904352945325,0.09046153887754761,0.17838003187839202,0.23293587462790352,0.5119513347382078,1000,7.337467970651383e-5,train_fit_end_to_end
David Andrews,Blocker,0.17141429029624014,0.08047399664634847,-0.0017874505536111217,0.12093706054342487,0.17471904740021438,0.23072472343615302,0.31011936782872895,1000,7.337467970651383e-5,train_fit_end_to_end
Ryan Jensen,Blocker,0.17139231165212707,0.047229186595234104,0.08068967343295971,0.13993961727769638,0.17331901338775124,0.20464163384754908,0.260913308949682,1000,7.337467970651383e-5,train_fit_end_to_end
Jessie Lemonier,Rusher,0.16904770746640005,0.16454158564137011,-0.07223501978643054,0.041865913734383586,0.15001445715057601,0.2703649007285695,0.5295020208525678,1000,7.337467970651383e-5,train_fit_end_to_end
Larry Ogunjobi,Rusher,0.1688981212782003,0.14394591908316456,-0.11652727695255019,0.07351940528900952,0.1704030559966176,0.27159709010646693,0.4443896743513262,1000,7.337467970651383e-5,train_fit_end_to_end
Arik Armstead,Rusher,0.1651191700184682,0.1738940418672015,-0.16596469129681202,0.04362545958328458,0.1647120490557064,0.29456995574320477,0.4954486873635648,1000,7.337467970651383e-5,train_fit_end_to_end
Emmanuel Ogbah,Rusher,0.1634698518837259,0.12876142045453848,-0.08370178299101534,0.07990458057757037,0.1656254166970252,0.24878949364323122,0.42112082813453444,1000,7.337467970651383e-5,train_fit_end_to_end
Quincy Roche,Rusher,0.1573618324146358,0.14939420660497904,-0.08255627239428966,0.04436681406745893,0.14226433808268113,0.25305576423658627,0.47851306142041766,1000,7.337467970651383e-5,train_fit_end_to_end
Justin Herron,Blocker,0.15354102993961788,0.053473280899514024,0.04811755387293052,0.11749992414073024,0.15343307473989992,0.18984680701119547,0.2563280251197288,1000,7.337467970651383e-5,train_fit_end_to_end
Terence Steele,Blocker,0.15321418873002543,0.11765279299329302,-0.09082500756430853,0.07143731387968474,0.16436026599015677,0.24553395314807153,0.3449914749217079,1000,7.337467970651383e-5,train_fit_end_to_end
Aaron Donald,Rusher,0.1517695955054459,0.13380221147764565,-0.10762408272934532,0.06427425268415558,0.14970190669346833,0.24689658274795162,0.40960561958493996,1000,7.337467970651383e-5,train_fit_end_to_end
Phil Hoskins,Rusher,0.1497194789340464,0.1742646574571835,-0.03804182012106547,-0.013628689541935114,0.18316717915841302,0.21264155226217274,0.5550699904238562,1000,7.337467970651383e-5,train_fit_end_to_end
Rodger Saffold,Blocker,0.14908864078213857,0.08143084933749326,-0.010776788612635941,0.09106407295555398,0.15261401870843305,0.20430660043364302,0.29928187380196897,1000,7.337467970651383e-5,train_fit_end_to_end
Lucas Patrick,Blocker,0.1474343483757548,0.0867593935378166,-0.041749846233112724,0.09036722737365072,0.15429109012246917,0.2099109953296469,0.2969281050418286,1000,7.337467970651383e-5,train_fit_end_to_end
Kelvin Beachum,Blocker,0.14733633483271863,0.08754995244188363,-0.019807789750316863,0.0890090069611641,0.1490548024927299,0.20953145345589858,0.31910196209249153,1000,7.337467970651383e-5,train_fit_end_to_end
Brandon Scherff,Blocker,0.14569582626681732,0.06828302976363668,0.0053318706603885805,0.10545545707121257,0.14848779978144797,0.1910395393609964,0.26820743013321235,1000,7.337467970651383e-5,train_fit_end_to_end
Jon Runyan,Blocker,0.14374745809698375,0.09296658108828393,-0.047994657744167786,0.08361027593156656,0.14733271445288848,0.2109383103694902,0.3107802885180337,1000,7.337467970651383e-5,train_fit_end_to_end
Olisaemeka Udoh,Blocker,0.1433455840273067,0.1264216076777128,-0.12423154697569438,0.06647632757461519,0.15367940589224766,0.23592067857956237,0.3508760643934506,1000,7.337467970651383e-5,train_fit_end_to_end
Alex Cappa,Blocker,0.14113014909265842,0.031895249163166654,0.08007256628929664,0.11926298908053581,0.14154356637085724,0.16266467776616894,0.20397438508545587,1000,7.337467970651383e-5,train_fit_end_to_end
Trevis Gipson,Rusher,0.14066624901081698,0.16252433837748742,-0.1197697217092691,0.015741063716179407,0.1250604841392873,0.24632214697254223,0.4925837036475132,1000,7.337467970651383e-5,train_fit_end_to_end
Derick Roberson,Rusher,0.1405929850122944,0.10014443343207712,-0.0046464919532965745,0.08402904533501086,0.10998655569131571,0.19166719905024676,0.3460890968796063,1000,7.337467970651383e-5,train_fit_end_to_end
Sam Mustipher,Blocker,0.1404825359138955,0.09551673705088613,-0.052812739227506435,0.07681087291275382,0.14626677808138935,0.2063688118619162,0.31933100228750666,1000,7.337467970651383e-5,train_fit_end_to_end
DeMarcus Lawrence,Rusher,0.13654705857315322,0.1371658962928233,-0.06442699609620559,0.02027945869891181,0.1328003602857022,0.23206381941387139,0.413633899546925,1000,7.337467970651383e-5,train_fit_end_to_end
Dorance Armstrong,Rusher,0.13570643974189903,0.11271679334970895,-0.0696098535719826,0.057538865283766005,0.13005957265105533,0.21166988089712924,0.3594778888806261,1000,7.337467970651383e-5,train_fit_end_to_end
Haason Reddick,Rusher,0.13561615535982469,0.11891115766012277,-0.09016561416916027,0.05704783875823198,0.12830370081462367,0.214818214190095,0.3699875522350854,1000,7.337467970651383e-5,train_fit_end_to_end
Brandon Linder,Blocker,0.13495714929473657,0.0728239257609942,-0.020166122224267502,0.08534712619142812,0.1414146408674671,0.18841674853479068,0.26065434960765815,1000,7.337467970651383e-5,train_fit_end_to_end
Justin Houston,Rusher,0.13479760371456614,0.11142022636250118,-0.068460766617725,0.052619611030211434,0.132454568873318,0.2115170564337361,0.35226278340841793,1000,7.337467970651383e-5,train_fit_end_to_end
Garrett Bradbury,Blocker,0.13385668971749223,0.07958076246621869,-0.027701579005115315,0.07963335858210285,0.13631015213896697,0.18841410315671375,0.2827523297526195,1000,7.337467970651383e-5,train_fit_end_to_end
Azeez Ojulari,Rusher,0.13194260764752905,0.13660474605904965,-0.12112191412008887,0.035088341883753815,0.13158802417121698,0.22480719687665116,0.40611190807123126,1000,7.337467970651383e-5,train_fit_end_to_end
Lane Taylor,Blocker,0.13161200493951913,0.05286926160382931,0.023488096482334502,0.095067437522594,0.13258438632443154,0.1676586573089062,0.23233758751224187,1000,7.337467970651383e-5,train_fit_end_to_end
Chris Wormley,Rusher,0.13106319271376518,0.16262256077561776,-0.16844736440167807,0.011807204285426837,0.13167852721001744,0.24597613152806164,0.4492006765745174,1000,7.337467970651383e-5,train_fit_end_to_end
Josh Mauro,Rusher,0.13101497351663471,0.1670746525214895,-0.05040805575206249,-0.019790016017804904,0.14929577674156252,0.183906255938316,0.5348223400389053,1000,7.337467970651383e-5,train_fit_end_to_end
Mario Edwards Jr.,Rusher,0.13011235694136425,0.15621184350328263,-0.10161347195434679,0.005634194321366731,0.11072516001266808,0.22997582261221305,0.4838535690052595,1000,7.337467970651383e-5,train_fit_end_to_end
Danielle Hunter,Rusher,0.12900375135918113,0.18343172940576957,-0.11961387627024368,-0.030428345855117153,0.11645995638628612,0.23899639740716538,0.5187177440106644,1000,7.337467970651383e-5,train_fit_end_to_end
Greg Rousseau,Rusher,0.12821291603684234,0.14657406670948614,-0.11643381611921996,0.016056826705759177,0.11746991285248126,0.22701435698796157,0.4297689917234106,1000,7.337467970651383e-5,train_fit_end_to_end
Bradley Bozeman,Blocker,0.12764346915079822,0.0929778653309761,-0.05621922266709966,0.06436592547961123,0.13224185936062072,0.19045243503611511,0.29646728932601596,1000,7.337467970651383e-5,train_fit_end_to_end
Jordan Phillips,Rusher,0.12645176744812534,0.15810824419362055,-0.13154444538142537,0.0023286851576617695,0.11466555178159615,0.23614673872404346,0.46609594545070987,1000,7.337467970651383e-5,train_fit_end_to_end
Tyus Bowser,Rusher,0.12609084539176926,0.1507517705548853,-0.11136953011907515,0.015542272699522222,0.10720655954616146,0.22166622366520863,0.47392933782101965,1000,7.337467970651383e-5,train_fit_end_to_end
Al-Quadin Muhammad,Rusher,0.12488530571846372,0.14037576224358345,-0.1312004160012022,0.024431533888940586,0.1182751668939025,0.2156636015485114,0.4033357910721496,1000,7.337467970651383e-5,train_fit_end_to_end
Malcolm Koonce,Rusher,0.12427409762158377,0.11923404189357549,-0.04985621486429896,0.04606596613867867,0.09729725765066083,0.1882120733719811,0.42347439128833336,1000,7.337467970651383e-5,train_fit_end_to_end
Odafe Oweh,Rusher,0.12397022624526624,0.11533815315419414,-0.09507548876207893,0.04225425453902257,0.12402667499338837,0.2004550012245747,0.34221264465670537,1000,7.337467970651383e-5,train_fit_end_to_end
Jacob Tuioti-Mariner,Rusher,0.12347237068298536,0.11637380995114449,-0.04177653626525467,0.052466073811231514,0.09997158669193079,0.17965866100945177,0.3707634907526364,1000,7.337467970651383e-5,train_fit_end_to_end
Kyler Fackrell,Rusher,0.12339499361488172,0.15236046284674487,-0.13000284347977467,0.00623032819396604,0.11349753825046509,0.22152757608863696,0.43753172689432823,1000,7.337467970651383e-5,train_fit_end_to_end
Evan Brown,Blocker,0.1224103983700785,0.08260312134594501,-0.04682656598016229,0.06891443924334872,0.12496640567993335,0.18271489872212293,0.2711765654218924,1000,7.337467970651383e-5,train_fit_end_to_end
Alim Mcneill,Rusher,0.12126816640014668,0.17463748681367244,-0.17211735700354253,2.2037602732534727e-4,0.10618764722816773,0.2412003780438572,0.4744713076471438,1000,7.337467970651383e-5,train_fit_end_to_end
Sam Hubbard,Rusher,0.12063315010330958,0.13831087381133905,-0.14683150175546322,0.019217387444819163,0.12107145734470373,0.21767391069855688,0.40074252452257275,1000,7.337467970651383e-5,train_fit_end_to_end
Robert Hunt,Blocker,0.12031695759031093,0.08789292087357824,-0.060590347900970024,0.05915985574287059,0.125461048996645,0.18271345934668198,0.2827463810962517,1000,7.337467970651383e-5,train_fit_end_to_end
Ali Marpet,Blocker,0.11903292808490552,0.030275253439842758,0.058299095790863203,0.09829242916549802,0.11986308438116212,0.1402884539884528,0.1790291481565982,1000,7.337467970651383e-5,train_fit_end_to_end
Austin Jackson,Blocker,0.11860242048970303,0.08944576095292228,-0.06116838891005937,0.06022871671135266,0.12023958690098654,0.17862537067864268,0.280921747356405,1000,7.337467970651383e-5,train_fit_end_to_end
Braden Smith,Blocker,0.11555235007866546,0.08140451800627135,-0.04479544964008976,0.05443490255482885,0.11990137861784705,0.17393878622724834,0.26057295839832806,1000,7.337467970651383e-5,train_fit_end_to_end
Shaquil Barrett,Rusher,0.11469646446650644,0.11812280734864242,-0.05884611140247525,0.03549789743256966,0.09216921022741872,0.18279623937075795,0.37421741297006894,1000,7.337467970651383e-5,train_fit_end_to_end
Alex Highsmith,Rusher,0.1139697982353961,0.13403509734043612,-0.13146573123211394,0.014727044444253682,0.11003320320370305,0.2093524721890781,0.37220757535504073,1000,7.337467970651383e-5,train_fit_end_to_end
Riley Reiff,Blocker,0.11260101385593906,0.08956891251196646,-0.07192255514947485,0.049827336638808145,0.1155538417908521,0.1756172428218156,0.2809032460794699,1000,7.337467970651383e-5,train_fit_end_to_end
Kolton Miller,Blocker,0.1118170262150343,0.0978203661271191,-0.06621807278145854,0.045934159394374355,0.11430727122156091,0.18057629278324588,0.3052009587203496,1000,7.337467970651383e-5,train_fit_end_to_end
Lorenzo Carter,Rusher,0.10965850506478259,0.149547579056861,-0.1472469606707192,-0.0019103249229510014,0.09887279462712768,0.20981199910361878,0.41914435862056143,1000,7.337467970651383e-5,train_fit_end_to_end
A.J. Epenesa,Rusher,0.10908106534747745,0.14902254258158765,-0.10571730584671453,-0.009628748221684073,0.09513492050016588,0.20989697133934007,0.4119875728984954,1000,7.337467970651383e-5,train_fit_end_to_end
Nate Davis,Blocker,0.10862992880744762,0.09629902985966458,-0.07864208991458743,0.04277009788316469,0.11110048813713225,0.17773257213120866,0.2840987363894633,1000,7.337467970651383e-5,train_fit_end_to_end
Oday Aboushi,Blocker,0.10824970300996162,0.0519250536327818,0.009315138472098994,0.0719528196452826,0.1105218344581428,0.14352118450614063,0.2121143065283979,1000,7.337467970651383e-5,train_fit_end_to_end
Leonard Williams,Rusher,0.10762293435160616,0.13791676432072364,-0.15795574041472638,0.010900894230343459,0.10729355086302088,0.19949699416741107,0.37775410709548773,1000,7.337467970651383e-5,train_fit_end_to_end
Denico Autry,Rusher,0.10619006331755014,0.1662783982916628,-0.1846080339582468,-0.01668162011752957,0.09966979028294362,0.21647748387398605,0.437707245504655,1000,7.337467970651383e-5,train_fit_end_to_end
Yosh Nijman,Blocker,0.10609692832065507,0.11072042079781254,-0.12828270543640244,0.03238507741570011,0.12147926233605834,0.1887645598324617,0.27850714246981273,1000,7.337467970651383e-5,train_fit_end_to_end
Terrell Lewis,Rusher,0.10354459162375042,0.11165140661826935,-0.09554845319608897,0.02454715241747335,0.09985333304068023,0.1765291227704982,0.3382027441757698,1000,7.337467970651383e-5,train_fit_end_to_end
Ryan Ramczyk,Blocker,0.10272087310559684,0.06272000788982016,-0.021068565127380413,0.06113630017890517,0.1030836713408504,0.14497032901464824,0.22501375398352857,1000,7.337467970651383e-5,train_fit_end_to_end
Joel Bitonio,Blocker,0.10221141279499334,0.11961958100799934,-0.15396051949663722,0.020038398942392302,0.11570515054820743,0.18868347079584302,0.3109483542586548,1000,7.337467970651383e-5,train_fit_end_to_end
Tarell Basham,Rusher,0.1018763596771151,0.13926593662801173,-0.1338804216493793,-0.0049389635054265316,0.09774541618908761,0.19949008028476511,0.3737530182077504,1000,7.337467970651383e-5,train_fit_end_to_end
Laremy Tunsil,Blocker,0.09915911908097266,0.05157652156777079,0.0019455047654375972,0.06179125391693876,0.09663754160978363,0.13256709390749952,0.20981011845306743,1000,7.337467970651383e-5,train_fit_end_to_end
Kwon Alexander,Rusher,0.0986967415405673,0.14932124073279426,-0.0726475559665385,-0.03419168567195239,0.11416565548051576,0.16418388392725763,0.4584784376687881,1000,7.337467970651383e-5,train_fit_end_to_end
Justin Hollins,Rusher,0.09852152202492853,0.1304083333089932,-0.052545790594732786,-0.020004315543601166,0.11766527135267513,0.15775622552373375,0.405274768816466,1000,7.337467970651383e-5,train_fit_end_to_end
Malik Reed,Rusher,0.09718594351351606,0.13746788218573747,-0.1593993808056557,-0.0030025381820692944,0.09627692822147861,0.19563325949798882,0.37757986256709863,1000,7.337467970651383e-5,train_fit_end_to_end
Maxx Crosby,Rusher,0.09654471866159554,0.16966467544833663,-0.18290986391689504,-0.03393367988399258,0.0834188351443648,0.20498786193918758,0.4534127090498107,1000,7.337467970651383e-5,train_fit_end_to_end
Rob Havenstein,Blocker,0.09512447557035311,0.0844088523121939,-0.06443631894455888,0.03590966393358298,0.0942510873947239,0.15478649058466407,0.2504666662903802,1000,7.337467970651383e-5,train_fit_end_to_end
