player_name,role,bt_logit_score,elo_like_score,coefficient_source
Alejandro Villanueva,Blocker,5.479904779629568e-4,1000.0951958078672,lambda.min
Chase Roullier,Blocker,5.339387640646514e-4,1000.0927547751442,lambda.min
Taven Bryan,Rusher,5.324280069629101e-4,1000.0924923297551,lambda.min
Davon Hamilton,Rusher,5.265217347707407e-4,1000.0914663051864,lambda.min
Robert Quinn,Rusher,5.234576671621289e-4,1000.0909340221245,lambda.min
Grady Jarrett,Rusher,5.223033998475565e-4,1000.0907335053545,lambda.min
Corey Linsley,Blocker,4.742005499651621e-4,1000.0823771844473,lambda.min
Dalton Risner,Blocker,4.5936395336935727e-4,1000.0797998036346,lambda.min
Andrew Whitworth,Blocker,4.5846524371864967e-4,1000.0796436817777,lambda.min
Nathan Shepherd,Rusher,4.580246073365504e-4,1000.0795671353981,lambda.min
Andre James,Blocker,4.567229489998219e-4,1000.0793410141849,lambda.min
Cesar Ruiz,Blocker,4.5129527139906825e-4,1000.0783981300123,lambda.min
T.J. Watt,Rusher,4.489336491839867e-4,1000.0779878742137,lambda.min
James Daniels,Blocker,4.2104039430306803e-4,1000.0731423195429,lambda.min
Lloyd Cushenberry III,Blocker,4.1293292397808694e-4,1000.0717339076931,lambda.min
Wyatt Teller,Blocker,4.103076278009988e-4,1000.071277847036,lambda.min
Mason Cole,Blocker,4.1028030810655926e-4,1000.0712731011189,lambda.min
Jadeveon Clowney,Rusher,4.01587978968955e-4,1000.0697630888872,lambda.min
Chris Jones,Rusher,3.9773854470100177e-4,1000.0690943736628,lambda.min
Maxx Crosby,Rusher,3.9713434118711897e-4,1000.068989412762,lambda.min
Will Hernandez,Blocker,3.9595043954373843e-4,1000.0687837479816,lambda.min
Jonathan Allen,Rusher,3.941803295624699e-4,1000.0684762483827,lambda.min
Brandon Linder,Blocker,3.917846077380535e-4,1000.0680600688753,lambda.min
David Edwards,Blocker,3.8087292246630694e-4,1000.0661645149946,lambda.min
Darius Philon,Rusher,3.804393955092279e-4,1000.0660892036485,lambda.min
J.J. Watt,Rusher,3.7831345357049726e-4,1000.0657198897073,lambda.min
Josh Sweat,Rusher,3.7786666837312446e-4,1000.065642275169,lambda.min
Ben Cleveland,Blocker,3.7690503207653926e-4,1000.0654752218342,lambda.min
Jordan Mills,Blocker,3.6909609823665483e-4,1000.0641186710836,lambda.min
Sam Mustipher,Blocker,3.684996204081358e-4,1000.0640150522719,lambda.min
Milton Williams,Rusher,3.6046419097737347e-4,1000.0626191552072,lambda.min
Sheldon Rankins,Rusher,3.550238977420674e-4,1000.0616740794744,lambda.min
Micah Parsons,Rusher,3.536908846897518e-4,1000.0614425113893,lambda.min
Poona Ford,Rusher,3.5171637812604845e-4,1000.0610995044673,lambda.min
Larry Borom,Blocker,3.4565139068814594e-4,1000.0600459082365,lambda.min
Jerry Hughes,Rusher,3.4543843249380736e-4,1000.060008913609,lambda.min
Troy Reeder,Rusher,3.4543539216549474e-4,1000.0600083854498,lambda.min
Ryan Ramczyk,Blocker,3.406951136302838e-4,1000.0591849147256,lambda.min
Matt Hennessy,Blocker,3.3843060441727553e-4,1000.0587915291834,lambda.min
Creed Humphrey,Blocker,3.206680437124415e-4,1000.055705856344,lambda.min
Lawrence Guy,Rusher,3.1680494378266157e-4,1000.055034767151,lambda.min
Evan Brown,Blocker,3.16658484028261e-4,1000.0550093244857,lambda.min
Dawuane Smoot,Rusher,3.136757469451658e-4,1000.0544911699833,lambda.min
Kamu Grugier-Hill,Rusher,3.1001222154955873e-4,1000.0538547504378,lambda.min
Dre'Mont Jones,Rusher,3.000929153408381e-4,1000.0521315904575,lambda.min
Christian Wilkins,Rusher,2.9795920366877275e-4,1000.0517609267755,lambda.min
Jermaine Carter Jr.,Rusher,2.941234952131085e-4,1000.0510945959688,lambda.min
Derrick Brown,Rusher,2.913238745134021e-4,1000.0506082520403,lambda.min
Patrick Queen,Rusher,2.890695935308964e-4,1000.0502166433238,lambda.min
Alex Highsmith,Rusher,2.8752117807258023e-4,1000.0499476560082,lambda.min
Kevin Dotson,Blocker,2.7609464889905987e-4,1000.0479626645812,lambda.min
Christian Kirksey,Rusher,2.707744318714516e-4,1000.0470384482221,lambda.min
Jeremiah Owusu-Koramoah,Rusher,2.7072985117500373e-4,1000.047030703762,lambda.min
Vita Vea,Rusher,2.587746393726544e-4,1000.0449538707556,lambda.min
Lucas Patrick,Blocker,2.542712675959039e-4,1000.0441715549506,lambda.min
Trey Smith,Blocker,2.500176305923511e-4,1000.0434326225192,lambda.min
Trai Turner,Blocker,2.4780778847097217e-4,1000.0430487336234,lambda.min
Bryan Mone,Rusher,2.4751115140670733e-4,1000.0429972024874,lambda.min
Patrick Mekari,Blocker,2.458028439264637e-4,1000.0427004390825,lambda.min
Bradley Bozeman,Blocker,2.4533094981608156e-4,1000.0426184626793,lambda.min
Tae Crowder,Rusher,2.445837010778224e-4,1000.0424886522778,lambda.min
Kendrick Green,Blocker,2.4215499663715373e-4,1000.0420667431031,lambda.min
Tershawn Wharton,Rusher,2.413458160988682e-4,1000.0419261740461,lambda.min
John Simpson,Blocker,2.3969214439868464e-4,1000.0416389018484,lambda.min
Landon Dickerson,Blocker,2.3823976303924863e-4,1000.0413865973644,lambda.min
Matt Milano,Rusher,2.3765097370447323e-4,1000.0412843141808,lambda.min
Ed Oliver,Rusher,2.362335718632801e-4,1000.0410380862614,lambda.min
Charles Leno Jr.,Blocker,2.336431151088444e-4,1000.0405880778318,lambda.min
Matt Paradis,Blocker,2.2844553986554663e-4,1000.0396851665328,lambda.min
Joey Bosa,Rusher,2.2728901679433766e-4,1000.0394842578976,lambda.min
Bryce Huff,Rusher,2.256496758103255e-4,1000.0391994752002,lambda.min
Davon Godchaux,Rusher,2.2471607107545482e-4,1000.0390372914464,lambda.min
Justin Pugh,Blocker,2.2443703192777042e-4,1000.0389888173816,lambda.min
Mario Addison,Rusher,2.187952409308188e-4,1000.0380087379024,lambda.min
Greg Van Roten,Blocker,2.1796668110670624e-4,1000.0378648023186,lambda.min
Halapoulivaati Vaitai,Blocker,2.145355756440403e-4,1000.0372687582509,lambda.min
Javon Hargrave,Rusher,2.1362599049823853e-4,1000.037110747127,lambda.min
Al Woods,Rusher,2.1128996173082798e-4,1000.0367049373657,lambda.min
Haason Reddick,Rusher,2.090879245550959e-4,1000.036322404328,lambda.min
Rodney Hudson,Blocker,2.085573420335156e-4,1000.0362302327035,lambda.min
Will Clapp,Blocker,2.08294502504696e-4,1000.0361845728006,lambda.min
Malik Mcdowell,Rusher,2.0790597161179206e-4,1000.0361170780715,lambda.min
Rob Havenstein,Blocker,2.0431595259603975e-4,1000.0354934278921,lambda.min
J.C. Hassenauer,Blocker,1.9453186577571288e-4,1000.0337937579255,lambda.min
Darrell Taylor,Rusher,1.9413065417560142e-4,1000.0337240603319,lambda.min
Alijah Vera-Tucker,Blocker,1.9382292160974052e-4,1000.0336706017098,lambda.min
Quinton Spain,Blocker,1.9279383854392827e-4,1000.0334918316711,lambda.min
Demarcus Walker,Rusher,1.9238353284820113e-4,1000.0334205542712,lambda.min
Zach Kerr,Rusher,1.8807003396969417e-4,1000.0326712227669,lambda.min
Odafe Oweh,Rusher,1.8803797645808247e-4,1000.0326656538068,lambda.min
Jonah Jackson,Blocker,1.8388445697534753e-4,1000.03194411357,lambda.min
Tyler Shatley,Blocker,1.7554664399476718e-4,1000.0304956871026,lambda.min
Fletcher Cox,Rusher,1.733905234545872e-4,1000.0301211306015,lambda.min
Jordan Jenkins,Rusher,1.732726809743448e-4,1000.0301006592659,lambda.min
Jonathan Greenard,Rusher,1.7255322462954458e-4,1000.0299756768977,lambda.min
Greg Rousseau,Rusher,1.7051192921531917e-4,1000.029621067564,lambda.min
Danielle Hunter,Rusher,1.6979640987185203e-4,1000.0294967691229,lambda.min
Tim Settle,Rusher,1.6749363268633556e-4,1000.029096735753,lambda.min
Rakeem Nunez-Roches,Rusher,1.6290812234585428e-4,1000.028300151018,lambda.min
Tremaine Edmunds,Rusher,1.6115733183810698e-4,1000.0279960075554,lambda.min
"David Long, Jr.",Rusher,1.6032748433190643e-4,1000.0278518482783,lambda.min
Jon Feliciano,Blocker,1.5913471759429614e-4,1000.0276446434734,lambda.min
Saahdiq Charles,Blocker,1.5855014354551345e-4,1000.0275430925599,lambda.min
Jordan Hicks,Rusher,1.573382681732885e-4,1000.0273325682451,lambda.min
Andre Dillard,Blocker,1.5692150541582063e-4,1000.0272601691388,lambda.min
Nick Bosa,Rusher,1.5327976384330093e-4,1000.0266275338311,lambda.min
Mike Purcell,Rusher,1.5247512559119161e-4,1000.0264877538499,lambda.min
Marcus Davenport,Rusher,1.5194974132934846e-4,1000.0263964852556,lambda.min
Deforest Buckner,Rusher,1.489807254266282e-4,1000.0258807143663,lambda.min
Frank Ragnow,Blocker,1.4735258292004072e-4,1000.0255978770438,lambda.min
Ali Marpet,Blocker,1.4715771836189384e-4,1000.0255640256029,lambda.min
Calais Campbell,Rusher,1.4474257269542453e-4,1000.0251444718284,lambda.min
B.J. Finney,Blocker,1.4375677086647987e-4,1000.0249732205107,lambda.min
Jay Tufele,Rusher,1.4322230471531324e-4,1000.0248803742305,lambda.min
Eddie Goldman,Rusher,1.4154432756135997e-4,1000.0245888797431,lambda.min
Khalil Mack,Rusher,1.3856382693701173e-4,1000.0240711137533,lambda.min
Cody Whitehair,Blocker,1.3829532874062926e-4,1000.0240244708392,lambda.min
Star Lotulelei,Rusher,1.3737420040551312e-4,1000.023864454458,lambda.min
Vernon Butler,Rusher,1.3671247465864387e-4,1000.0237495009219,lambda.min
Jack Driscoll,Blocker,1.3575695303139112e-4,1000.0235835098138,lambda.min
Keith Ismael,Blocker,1.3365987140096598e-4,1000.0232192094218,lambda.min
Michael Dwumfour,Rusher,1.3197978282655158e-4,1000.022927348143,lambda.min
L.J. Collier,Rusher,1.2965320554217475e-4,1000.0225231802724,lambda.min
Zach Cunningham,Rusher,1.2959065683166212e-4,1000.0225123144485,lambda.min
Kevin Givens,Rusher,1.264845509666154e-4,1000.0219727285935,lambda.min
Derick Roberson,Rusher,1.2502047664630635e-4,1000.0217183928341,lambda.min
Kyle Peko,Rusher,1.2487456149595794e-4,1000.0216930447763,lambda.min
Ezra Cleveland,Blocker,1.235730260596762e-4,1000.0214669449131,lambda.min
Jonathan Marshall,Rusher,1.234284101652782e-4,1000.0214418225592,lambda.min
John Franklin-Myers,Rusher,1.227873794099257e-4,1000.0213304641112,lambda.min
Billy Turner,Blocker,1.2238514651532638e-4,1000.0212605891006,lambda.min
Roquan Smith,Rusher,1.1971695992707539e-4,1000.0207970776158,lambda.min
Larrell Murchison,Rusher,1.1876537027302436e-4,1000.0206317695615,lambda.min
Ndamukong Suh,Rusher,1.1854675392350857e-4,1000.0205937920118,lambda.min
Brian O'Neill,Blocker,1.1823747548179876e-4,1000.0205400648435,lambda.min
Robert Hunt,Blocker,1.1772565750531827e-4,1000.0204511529544,lambda.min
Jordyn Brooks,Rusher,1.1531425025894321e-4,1000.0200322486102,lambda.min
Eli Ankou,Rusher,1.1354466338364184e-4,1000.019724839884,lambda.min
Tommy Kraemer,Blocker,1.1291249998387195e-4,1000.0196150218536,lambda.min
Tyler Larsen,Blocker,1.1198955995175813e-4,1000.0194546907484,lambda.min
Maurice Hurst,Rusher,1.1164697616713701e-4,1000.0193951778494,lambda.min
Genard Avery,Rusher,1.1118338882572696e-4,1000.0193146444798,lambda.min
Wes Schweitzer,Blocker,1.1077904394288563e-4,1000.0192444025791,lambda.min
Malcolm Roach,Rusher,1.1057928767671395e-4,1000.0192097013615,lambda.min
Alex Singleton,Rusher,1.0639493302195783e-4,1000.0184828045068,lambda.min
Tarron Jackson,Rusher,1.0627274401871125e-4,1000.0184615781028,lambda.min
Damien Lewis,Blocker,1.0578695665368636e-4,1000.018377188194,lambda.min
Xavier Su'A-Filo,Blocker,1.0471439891478619e-4,1000.018190865831,lambda.min
Osa Odighizuwa,Rusher,1.0441986409011531e-4,1000.0181396998913,lambda.min
Jihad Ward,Rusher,1.0249649825225613e-4,1000.0178055770233,lambda.min
Breiden Fehoko,Rusher,1.0194561825813668e-4,1000.0177098793667,lambda.min
Fred Warner,Rusher,1.0192501927752729e-4,1000.0177063009572,lambda.min
Justin Madubuike,Rusher,1.0160813377613604e-4,1000.0176512523074,lambda.min
Kentavius Street,Rusher,1.000039587922975e-4,1000.01737257857,lambda.min
Josh Bynes,Rusher,9.93681370726798e-5,1000.0172621250242,lambda.min
Garrett Bradbury,Blocker,9.751537348692512e-5,1000.0169402670236,lambda.min
Azeez Al-Shaair,Rusher,9.734127965750698e-5,1000.0169100238279,lambda.min
Cole Toner,Blocker,9.635611370245867e-5,1000.0167388829726,lambda.min
Elijah Wilkinson,Blocker,9.593379799248754e-5,1000.0166655192197,lambda.min
Bobby Wagner,Rusher,9.358974409910071e-5,1000.0162583153513,lambda.min
Damien Wilson,Rusher,9.307300965600453e-5,1000.0161685493842,lambda.min
Alim Mcneill,Rusher,9.306458820866686e-5,1000.016167086429,lambda.min
Clelin Ferrell,Rusher,9.266615169573141e-5,1000.0160978709175,lambda.min
Aaron James Klein,Rusher,9.080001410161675e-5,1000.0157736896136,lambda.min
Tristan Wirfs,Blocker,9.02305377592601e-5,1000.0156747614404,lambda.min
Kenny Clark,Rusher,9.022969562531639e-5,1000.0156746151467,lambda.min
Zach Sieler,Rusher,9.016379822087966e-5,1000.0156631675951,lambda.min
Trey Hendrickson,Rusher,8.923280960390165e-5,1000.0155014383075,lambda.min
Jason Peters,Blocker,8.767947749969068e-5,1000.0152315968829,lambda.min
Mike Remmers,Blocker,8.692710017213581e-5,1000.0151008955543,lambda.min
Donovan Smith,Blocker,8.452367764360192e-5,1000.0146833782975,lambda.min
Cody Barton,Rusher,8.380603665068355e-5,1000.0145587112883,lambda.min
Hassan Ridgeway,Rusher,8.329325893331515e-5,1000.014469632675,lambda.min
Andrew Thomas,Blocker,8.116133793427422e-5,1000.0140992800647,lambda.min
Nick Harris,Blocker,8.056813636678873e-5,1000.0139962303978,lambda.min
Brian Burns,Rusher,7.994172168236705e-5,1000.0138874110214,lambda.min
Jalen Reeves-Maybin,Rusher,7.980861153409401e-5,1000.0138642874202,lambda.min
Ryan Kerrigan,Rusher,7.922585393579647e-5,1000.0137630520566,lambda.min
Oday Aboushi,Blocker,7.851471152174911e-5,1000.013639513966,lambda.min
Brennan Scarlett,Rusher,7.846389550692364e-5,1000.0136306863201,lambda.min
Matt Feiler,Blocker,7.835069804646325e-5,1000.0136110219072,lambda.min
Brandon Parker,Blocker,7.791672312652695e-5,1000.013535632742,lambda.min
Montravius Adams,Rusher,7.640133442487502e-5,1000.0132723827616,lambda.min
Cole Holcomb,Rusher,7.542694619974214e-5,1000.0131031141898,lambda.min
Jabari Zuniga,Rusher,7.523337818052103e-5,1000.0130694879807,lambda.min
Dennis Kelly,Blocker,7.376058684515522e-5,1000.0128136379208,lambda.min
Elandon Roberts,Rusher,7.366345327040686e-5,1000.0127967640905,lambda.min
Graham Glasgow,Blocker,7.328814589905028e-5,1000.0127315665223,lambda.min
Derek Barnett,Rusher,7.233617437133995e-5,1000.0125661921298,lambda.min
Jonathan Bostic,Rusher,7.15165749007373e-5,1000.0124238131189,lambda.min
Brent Urban,Rusher,6.919097057181451e-5,1000.012019814268,lambda.min
Olisaemeka Udoh,Blocker,6.871535878687247e-5,1000.0119371920384,lambda.min
David Moa,Rusher,6.822295626014019e-5,1000.0118516529584,lambda.min
Lane Johnson,Blocker,6.796361448075114e-5,1000.0118066006769,lambda.min
Alton Robinson,Rusher,6.746718697778815e-5,1000.0117203623868,lambda.min
Garret Wallow,Rusher,6.6259550588901e-5,1000.0115105744588,lambda.min
Isaiah Simmons,Rusher,6.507542390653033e-5,1000.0113048705853,lambda.min
Angelo Blackson,Rusher,6.477326219056787e-5,1000.0112523797189,lambda.min
Zack Baun,Rusher,6.293612718505235e-5,1000.0109332366808,lambda.min
David Sharpe,Blocker,6.101094136313362e-5,1000.0105987976491,lambda.min
Tyrel Dodson,Rusher,5.9893725613711346e-5,1000.0104047173951,lambda.min
Duke Riley,Rusher,5.964907361190602e-5,1000.0103622169893,lambda.min
Joshua Kaindoh,Rusher,5.856541219107586e-5,1000.0101739657192,lambda.min
Dan Moore Jr.,Blocker,5.8260909345520305e-5,1000.010121068157,lambda.min
Justin Houston,Rusher,5.808186345591116e-5,1000.0100899647002,lambda.min
Denzel Perryman,Rusher,5.789094033754476e-5,1000.0100567979575,lambda.min
Drue Tranquill,Rusher,5.504851013822242e-5,1000.0095630172572,lambda.min
Lane Taylor,Blocker,5.487627905273973e-5,1000.0095330976532,lambda.min
James Carpenter,Blocker,5.421095360375211e-5,1000.0094175187847,lambda.min
David Andrews,Blocker,5.4209464523150816e-5,1000.0094172601049,lambda.min
Pete Werner,Rusher,5.307474221635774e-5,1000.0092201386504,lambda.min
Ogbonnia Okoronkwo,Rusher,5.2939717636389254e-5,1000.0091966824784,lambda.min
Deion Jones,Rusher,5.282088816886569e-5,1000.0091760396856,lambda.min
Justin Hollins,Rusher,5.2569696342435046e-5,1000.009132403196,lambda.min
Brandon Brooks,Blocker,5.209601348937916e-5,1000.0090501160562,lambda.min
Ernest Jones,Rusher,5.193759481396424e-5,1000.0090225959136,lambda.min
Darius Leonard,Rusher,5.172704881552744e-5,1000.0089860203275,lambda.min
Charles Omenihu,Rusher,5.108026746722114e-5,1000.0088736628993,lambda.min
Carl Davis Jr.,Rusher,5.087729354801103e-5,1000.0088384027181,lambda.min
Khyiris Tonga,Rusher,5.0116774672376566e-5,1000.0087062870576,lambda.min
Andrus Peat,Blocker,4.999227391188756e-5,1000.0086846590603,lambda.min
Rashaan Evans,Rusher,4.80012216939824e-5,1000.0083387778637,lambda.min
Micah Kiser,Rusher,4.6080873291088816e-5,1000.0080051791779,lambda.min
Scott Quessenberry,Blocker,4.484358854087495e-5,1000.007790240802,lambda.min
Ty Nsekhe,Blocker,4.454517671582239e-5,1000.0077384013584,lambda.min
Roy Lopez,Rusher,4.37237229572595e-5,1000.0075957002247,lambda.min
Javon Kinlaw,Rusher,4.370669516917744e-5,1000.0075927421949,lambda.min
Anthony Walker Jr.,Rusher,4.364140361905344e-5,1000.0075813998909,lambda.min
Derrick Barnes,Rusher,4.339236011141635e-5,1000.0075381366024,lambda.min
Kwon Alexander,Rusher,4.337456483882403e-5,1000.007535045247,lambda.min
Josh Woods,Rusher,4.323073416248157e-5,1000.0075100592993,lambda.min
Kenneth Murray Jr.,Rusher,4.190561732952966e-5,1000.007279862928,lambda.min
Brandon Graham,Rusher,4.1408596404405145e-5,1000.0071935215499,lambda.min
Zaven Collins,Rusher,4.120716552140989e-5,1000.0071585294215,lambda.min
Sam Tecklenburg,Blocker,4.0871545961024886e-5,1000.0071002263323,lambda.min
Tytus Howard,Blocker,4.082357287247565e-5,1000.0070918925533,lambda.min
Brian Allen,Blocker,4.078210216906915e-5,1000.0070846883542,lambda.min
Ben Jones,Blocker,3.9778632970430184e-5,1000.0069103678999,lambda.min
Wes Martin,Blocker,3.9594640752740506e-5,1000.006878405178,lambda.min
DeMarcus Lawrence,Rusher,3.9327314604852184e-5,1000.0068319658695,lambda.min
Efe Obada,Rusher,3.713852612736947e-5,1000.0064517343665,lambda.min
Alex Cappa,Blocker,3.701961135250573e-5,1000.0064310767542,lambda.min
Demario Davis,Rusher,3.6703334849271585e-5,1000.0063761338982,lambda.min
Mike Daniels,Rusher,3.6619340546742474e-5,1000.0063615425934,lambda.min
Anthony Hitchens,Rusher,3.661560532273666e-5,1000.0063608937185,lambda.min
Daviyon Nixon,Rusher,3.658125788873446e-5,1000.006354926958,lambda.min
A.J. Epenesa,Rusher,3.622126700470735e-5,1000.0062923901363,lambda.min
Willie Gay,Rusher,3.615120168606309e-5,1000.0062802185438,lambda.min
Isaac Seumalo,Blocker,3.589844363278505e-5,1000.0062363099727,lambda.min
Sam Eguavoen,Rusher,3.568375292868135e-5,1000.0061990143774,lambda.min
Cody Ford,Blocker,3.567972045404854e-5,1000.0061983138648,lambda.min
Nick Gates,Blocker,3.515895870925315e-5,1000.0061078482839,lambda.min
Shaq Thompson,Rusher,3.5038073209475814e-5,1000.0060868483217,lambda.min
Sharif Finch,Rusher,3.399647847436853e-5,1000.0059059047834,lambda.min
Mike Pennel,Rusher,3.34430665108481e-5,1000.0058097672786,lambda.min
John Cominsky,Rusher,3.159066808360284e-5,1000.0054879727126,lambda.min
Jamir Jones,Rusher,3.155759855495338e-5,1000.005482227947,lambda.min
Daniel Ekuale,Rusher,3.1486093881292276e-5,1000.0054698063129,lambda.min
Carlos Dunlap,Rusher,3.0891190181358366e-5,1000.0053664609553,lambda.min
Reggie Ragland,Rusher,3.0507992242116783e-5,1000.0052998926551,lambda.min
Mario Edwards Jr.,Rusher,3.0344430704950905e-5,1000.0052714791059,lambda.min
Trey Hill,Blocker,3.0158177287729478e-5,1000.0052391235733,lambda.min
Vincent Taylor,Rusher,3.002471813698705e-5,1000.0052159393442,lambda.min
Kc Mcdermott,Blocker,2.966366197004117e-5,1000.0051532174639,lambda.min
Malik Harrison,Rusher,2.8513125674614873e-5,1000.0049533488382,lambda.min
Monty Rice,Rusher,2.807184505017414e-5,1000.004876690542,lambda.min
Amani Bledsoe,Rusher,2.7367083640941782e-5,1000.0047542609457,lambda.min
Sione Takitaki,Rusher,2.719531045516861e-5,1000.004724420887,lambda.min
Brandon Scherff,Blocker,2.6603158394280052e-5,1000.004621553538,lambda.min
Germain Ifedi,Blocker,2.6443081289436798e-5,1000.0045937452966,lambda.min
Morgan Fox,Rusher,2.6415922282575967e-5,1000.0045890272938,lambda.min
Kayode Awosika,Blocker,2.591516865400042e-5,1000.0045020374788,lambda.min
Chapelle Russell,Rusher,2.5447012335241348e-5,1000.0044207103964,lambda.min
Von Miller,Rusher,2.5296901932989178e-5,1000.0043946335487,lambda.min
Kwity Paye,Rusher,2.477486413537934e-5,1000.0043039462947,lambda.min
E.J. Speed,Rusher,2.41113455210544e-5,1000.0041886813057,lambda.min
Anthony Barr,Rusher,2.4103369435095857e-5,1000.0041872957175,lambda.min
Josh Myers,Blocker,2.2986310125944964e-5,1000.00399324264,lambda.min
Damion Square,Rusher,2.2462757066421654e-5,1000.0039022921582,lambda.min
Phil Hoskins,Rusher,2.125682181372702e-5,1000.0036927997478,lambda.min
Jermaine Eluemunor,Blocker,2.0732089579168875e-5,1000.0036016444222,lambda.min
Carlos Basham Jr.,Rusher,2.0130011319926986e-5,1000.0034970527159,lambda.min
Reginald Mckenzie,Rusher,1.9951697744351323e-5,1000.0034660764752,lambda.min
Tim Ward,Rusher,1.9630219734407956e-5,1000.0034102300249,lambda.min
Chuma Edoga,Blocker,1.95510920511514e-5,1000.0033964841384,lambda.min
Bobby Evans,Blocker,1.9370922278333015e-5,1000.0033651854432,lambda.min
Jason Spriggs,Blocker,1.9344108549037204e-5,1000.0033605274213,lambda.min
Greg Mancz,Blocker,1.927800715107397e-5,1000.0033490444323,lambda.min
Chris Rumph II,Rusher,1.9273346271930024e-5,1000.0033482347546,lambda.min
Kelvin Beachum,Blocker,1.9094373867571888e-5,1000.0033171440637,lambda.min
Noah Spence,Rusher,1.8877792722475237e-5,1000.0032795200651,lambda.min
Nick Bolton,Rusher,1.8832543385460433e-5,1000.0032716594502,lambda.min
Charles Harris,Rusher,1.8790667061116557e-5,1000.0032643847876,lambda.min
Dre Greenlaw,Rusher,1.8649614943338625e-5,1000.003239881525,lambda.min
Frankie Luvu,Rusher,1.840708242635014e-5,1000.0031977493115,lambda.min
Caleb Benenoch,Blocker,1.8245865002298575e-5,1000.0031697429764,lambda.min
Chris Williams,Rusher,1.79345325636606e-5,1000.0031156589923,lambda.min
Laurent Duvernay-Tardif,Blocker,1.7787259096078896e-5,1000.0030900749706,lambda.min
Matt Ioannidis,Rusher,1.7562030419528047e-5,1000.003050948742,lambda.min
Patrick O'Connor,Rusher,1.733056999208081e-5,1000.0030107399475,lambda.min
Joe Thomas,Rusher,1.7329428656936677e-5,1000.0030105416773,lambda.min
Teven Jenkins,Blocker,1.7310786922179466e-5,1000.0030073032763,lambda.min
Neville Gallimore,Rusher,1.7134350760214187e-5,1000.0029766531757,lambda.min
Julian Stanford,Rusher,1.6891441339313597e-5,1000.0029344554872,lambda.min
Dylan Cole,Rusher,1.688501010487215e-5,1000.0029333382673,lambda.min
Robert Nkemdiche,Rusher,1.6717918397039217e-5,1000.0029043114647,lambda.min
Joe Bachie,Rusher,1.6444933031296667e-5,1000.0028568890496,lambda.min
Brett Toth,Blocker,1.6263843670694514e-5,1000.0028254306055,lambda.min
Andrew Dowell,Rusher,1.5797767162029362e-5,1000.0027444648232,lambda.min
Brady Christensen,Blocker,1.5766324601086198e-5,1000.0027390026909,lambda.min
Tre'Vour Wallace-Simms,Blocker,1.5592836165388807e-5,1000.0027088646627,lambda.min
Aaron Stinnie,Blocker,1.55800966446488e-5,1000.0027066515813,lambda.min
Del'Shawn Phillips,Rusher,1.5555500488168547e-5,1000.0027023787914,lambda.min
Alec Ogletree,Rusher,1.533294015457315e-5,1000.0026637161014,lambda.min
Danny Isidora,Blocker,1.4712719068451703e-5,1000.0025559726633,lambda.min
Tanner Vallejo,Rusher,1.4682386884901053e-5,1000.0025507034234,lambda.min
Myles Jack,Rusher,1.434791672603146e-5,1000.0024926000056,lambda.min
Chandler Jones,Rusher,1.4314149941449365e-5,1000.0024867341143,lambda.min
T.J. Edwards,Rusher,1.4226916775872013e-5,1000.0024715801613,lambda.min
