term,coef
rusher::Benardrick Mckinney,0.04425193864589602
rusher::Benning Potoa'E,0.07243115865639266
rusher::Benson Mayowa,-0.22620096140313756
rusher::Bilal Nichols,-0.1682219118209625
rusher::Blake Cashman,-0.0512529239402411
rusher::Blake Lynch,-0.15455498492753236
rusher::Blake Martinez,-0.004881209226008334
rusher::Bobby Brown III,0.02289604994412379
rusher::Bobby Okereke,-0.24526216824782635
rusher::Bobby Wagner,0.20231842952412796
rusher::Boogie Basham,-0.25804449678303176
rusher::Bradlee Anae,0.02010450542624329
rusher::Bradley Chubb,-0.20062432206029474
rusher::Brandin Bryant,-0.10667825312962782
rusher::Brandon Copeland,-0.051400259781514225
rusher::Brandon Graham,0.07870267645380377
rusher::Brandon Williams,-0.1492412131904771
rusher::Bravvion Roy,-0.01581079603055284
rusher::Braxton Hoyett,0.03515702333586471
rusher::Breiden Fehoko,0.25777987870332125
rusher::Brennan Scarlett,0.14177338691996533
rusher::Brent Urban,0.1398140308447094
rusher::Brian Burns,0.02104790056749277
rusher::Broderick Washington,-0.036531854213582585
rusher::Bruce Hector,0.058785589313695895
rusher::Bruce Irvin,-0.3061412775461501
rusher::Bryan Mone,0.286148452567931
rusher::Bryce Huff,0.1947336874044121
rusher::Bud Dupree,-0.3836857387075455
rusher::Bunmi Rotimi,-0.18448407880316797
rusher::C.J. Mosley,-0.07465200487961025
rusher::Calais Campbell,0.11679443974596221
rusher::Caleb Johnson,-0.03284537943434661
rusher::Calvin Munson,0.04102732567676847
rusher::Cam Brown,-0.04496024175375706
rusher::Cam Sample,-0.2814788707029291
rusher::Cameron Heyward,-0.32054154227569087
rusher::Cameron Jordan,-0.24039649593544177
rusher::Cameron Malveaux,-0.09585354682890393
rusher::Caraun Reid,-0.1243817614852744
rusher::Carl Davis Jr.,0.11193362089420818
rusher::Carl Granderson,-0.18518635051993354
rusher::Carl Nassib,-0.17637274656865454
rusher::Carlos Basham Jr.,0.04407059230139576
rusher::Carlos Davis,-0.1903038845929135
rusher::Carlos Dunlap,0.019314877250020027
rusher::Carlos Watkins,-0.07044350861206253
rusher::Carter Coughlin,0.043574722602678875
rusher::Casey Toohill,-0.4067203878520378
rusher::Cassius Marsh Sr.,-0.019038343697938647
rusher::Chandler Jones,-0.0548614296829393
rusher::Chapelle Russell,0.11894440424088086
rusher::Charles Harris,0.013793646050636248
rusher::Charles Omenihu,0.10359603524268839
rusher::Charles Snowden,-0.04498214113408299
rusher::Chase Winovich,-0.29409605999179733
rusher::Chase Young,-0.07937893463364484
rusher::Chauncey Golston,-0.0632668267000168
rusher::Chauncey Rivers,-0.053997626775897735
rusher::Chris Board,-0.2886534723264513
rusher::Chris Jones,0.20538988859171092
rusher::Chris Rumph II,0.021337209976496706
rusher::Chris Smith,-0.10363728118774182
rusher::Chris Williams,0.08503802289155078
rusher::Chris Wormley,-0.09875347807223012
rusher::Christian Barmore,-0.0244799063524059
rusher::Christian Covington,-0.21371118216990306
rusher::Christian Elliss,0.021324150131703735
rusher::Christian Jones,-0.06600240660880051
rusher::Christian Kirksey,0.3978735488226279
rusher::Christian Ringo,-0.1092577955733008
rusher::Christian Wilkins,0.15632824969454714
rusher::Clay Johnston,-0.007387402608319221
rusher::Clelin Ferrell,0.12905125374655743
rusher::Cody Barton,0.3298362139551708
rusher::Cole Holcomb,0.18952689766905792
rusher::Corey Peters,-0.11966519859975427
rusher::Cortez Broughton,-0.053031303813365085
rusher::Cory Littleton,-0.03947117950648278
rusher::Curtis Robinson,0.03671433233633419
rusher::Curtis Weaver,-0.007794057760028163
rusher::D.J. Jones,0.3669103166666892
rusher::D.J. Reader,0.09425835834261345
rusher::D.J. Wonnum,-0.5055894184607658
rusher::Da'Shawn Hand,-0.19635480049651732
rusher::Daelin Hayes,-0.008298040035532833
rusher::Dakota Allen,-0.1943515024424886
rusher::Dalvin Tomlinson,-0.05002365970416964
rusher::Damien Wilson,0.12332506977324487
rusher::Damion Square,0.1257831581804216
rusher::Daniel Archibong,0.07354709268400544
rusher::Daniel Ekuale,0.03761181317817928
rusher::Daniel Wise,-0.10250233472562204
rusher::Danielle Hunter,0.17406050369848697
rusher::Danny Shelton,0.02858693513027425
rusher::Danny Trevathan,-0.03310229358372594
rusher::Dante Fowler Jr.,-0.19786401053968877
rusher::Daquan Jones,0.3718201340736445
rusher::Darius Hodges,-0.03261155680931703
rusher::Darius Leonard,0.14572981969926552
rusher::Darius Philon,0.43700819447950906
rusher::Daron Payne,0.027038392927100162
rusher::Darrell Taylor,0.20198840636245377
rusher::Darryl Johnson,0.04490876735219628
"rusher::David Long, Jr.",0.32053957254317694
rusher::David Mayo,-0.06789792875331202
rusher::David Moa,0.266746417676708
rusher::David Onyemata,-0.16055573337860166
rusher::Davion Taylor,-0.10557187642206807
rusher::Daviyon Nixon,0.12439079555788704
rusher::Davon Godchaux,0.17473799551444946
rusher::Davon Hamilton,0.42015418138462157
rusher::Dawuane Smoot,0.17451899666357337
rusher::Dayo Odeyingbo,-0.18915973667788494
rusher::De'Vondre Campbell,0.009063575397046351
rusher::Dean Lowry,-0.3178076388887333
rusher::DeAngelo Malone,-0.013750048831583588
rusher::Deatrich Wise Jr.,-0.16074769866650787
rusher::Dee Ford,-0.17677159101429418
rusher::Deforest Buckner,0.0867942887521877
rusher::Deion Jones,0.1497491517468354
rusher::Del'Shawn Phillips,0.0387199533927475
rusher::Delontae Scott,-0.02448149246118742
rusher::DeMarcus Lawrence,-0.08481661561683296
rusher::Demarcus Walker,0.0992420993894868
rusher::Demario Davis,0.06514154803518839
rusher::Demetrius Flannigan-Fowles,-0.15431027458970936
rusher::Demone Harris,-0.24016344815500487
rusher::Denico Autry,-0.013612222436452753
rusher::Dennis Gardeck,-0.02982397358721918
rusher::Denzel Perryman,0.12228754783859297
rusher::Derek Barnett,0.03133965453858539
rusher::Derek Rivers,-0.24351162500646462
rusher::Derick Roberson,0.37121996216046693
rusher::Derrek Tuszka,-0.15343463451087327
rusher::Derrick Barnes,0.12284441603984624
rusher::Derrick Brown,0.2226680612431902
rusher::Derrick Nnadi,-0.17610473948678235
rusher::Deshawn Williams,-0.264936976089769
rusher::Devin Bush,-0.06287885203319116
rusher::Devin White,-0.03475540912803727
rusher::Devon Kennard,-0.017820829370224285
rusher::Dexter Lawrence,-0.035709941149780114
rusher::Divine Deablo,-0.3299260385862176
rusher::Dont'A Hightower,-0.21629793147157772
rusher::Dorance Armstrong,-0.46675969601976236
rusher::Dorian O'Daniel,0.03887886096099803
rusher::Doug Costin,-0.16602830628305215
rusher::Dre Greenlaw,0.1579940546600421
rusher::Dre'Mont Jones,0.259766023380383
rusher::Drue Tranquill,0.1565922331105423
rusher::Duke Riley,0.1937780396230464
rusher::Dylan Cole,0.08724072282852777
rusher::E.J. Speed,0.07845098209441848
rusher::Ed Oliver,0.14717783587719746
rusher::Eddie Goldman,0.18035020142809655
rusher::Eddie Yarbrough,-0.042520760832857996
rusher::Efe Obada,0.11346555800732695
rusher::Elandon Roberts,0.18464221489223032
rusher::Elerson Smith,-0.023647736210345913
rusher::Eli Ankou,0.26386315951036204
rusher::Elijah Lee,-0.1269316722249834
rusher::Emeke Egbule,-0.04605316677728029
rusher::Emmanuel Ellerbee,-0.02952002866383876
rusher::Emmanuel Ogbah,-0.09837200419398262
rusher::Eric Banks,0.032783111841034725
rusher::Eric Kendricks,-0.027710718034501626
rusher::Eric Wilson,-0.0026876579374518514
rusher::Ernest Jones,0.09885361245287845
rusher::Ethan Westbrooks,-0.051536481786085955
rusher::Everson Griffen,-0.0878134785986091
rusher::Fletcher Cox,0.14242177012236884
rusher::Folorunso Fatukasi,0.3976394618610139
rusher::Forrest Merrill,0.0015495387761478715
rusher::Foyesade Oluokun,-0.02508392793520036
rusher::Frank Clark,-0.09611659591067687
rusher::Frank Herron,-0.029191239224907024
rusher::Frankie Luvu,0.09781624420016068
rusher::Fred Warner,0.0978401947654134
rusher::Freedom Akinmoladun,0.029962357194994904
rusher::Garret Wallow,0.2728962136572445
rusher::Genard Avery,0.23086633731534853
rusher::Gerald McCoy,0.07761482087289659
rusher::Germaine Pratt,0.006048342738167146
rusher::Grady Jarrett,0.28117741577110894
rusher::Grant Stuard,-0.015725314705611056
rusher::Greg Gaines,-0.0034315575582123245
rusher::Greg Rousseau,0.13213223993951503
rusher::Grover Stewart,-0.038849774133029105
rusher::Haason Reddick,0.1267561306821792
rusher::Hamilcar Rashed Jr.,-0.05832810096403504
rusher::Hamsah Nasirildeen,-0.15818639054927944
rusher::Hardy Nickerson,0.042820406480902705
rusher::Harold Landry III,-0.15909780130845672
rusher::Harvey Langi,0.014132946828764988
rusher::Hassan Ridgeway,0.13566073784750216
rusher::Henry Anderson,0.03324226925042088
rusher::Henry Mondeaux,-0.24220958024308784
rusher::Ifeadi Odenigbo,-0.30579658013538313
rusher::Isaac Rochell,-0.04499232603563878
rusher::Isaiah Buggs,0.06609593282465923
rusher::Isaiah Mack,-0.021066041003750174
rusher::Isaiah Simmons,0.11812889370584335
rusher::Isaiahh Loudermilk,-0.2992331107841313
rusher::J.J. Watt,0.29618397270351676
rusher::Ja'Whaun Bentley,-0.07192281538646143
rusher::Jabari Zuniga,0.2537819893967828
rusher::Jabril Cox,-0.01430399234413166
rusher::Jack Heflin,-0.12356160186019291
rusher::Jacob Martin,0.29618245344670324
rusher::Jacob Phillips,0.012844081525945709
rusher::Jacob Tuioti-Mariner,-0.1918727350099793
rusher::Jacoby Stevens,0.04742568887228691
rusher::Jadeveon Clowney,0.3012267628670964
rusher::Jaelan Phillips,-0.2634282456414791
rusher::Jahlani Tavai,-0.12723468498866292
rusher::Jake Zimmer,-0.17294050281858178
rusher::Jaleel Johnson,-0.09974926117784974
rusher::Jalen Reeves-Maybin,0.19390159413993016
rusher::Jalyn Holmes,-0.30662260431997646
rusher::James Lynch,0.09273007831906949
rusher::James Smith-Williams,-0.1789188880365359
rusher::James Vaughters,-0.09732154658411052
rusher::Jamie Collins Sr.,-0.08719769815989611
rusher::Jamien Sherwood,-0.04633429845679143
rusher::Jamin Davis,0.03531028765153587
rusher::Jamir Jones,0.058921632476146915
rusher::Jarrad Davis,-0.25190991581177785
rusher::Jarran Reed,0.014703437821604628
rusher::Jashon Cornell,-0.023178767482277093
rusher::Jason Pierre-Paul,-0.3188780201030569
rusher::Javon Hargrave,0.20234814040099197
rusher::Javon Kinlaw,0.10411897436584973
rusher::Jay Tufele,0.4220427167753794
rusher::Jaylon Ferguson,-0.4659177615728065
rusher::Jaylon Smith,-0.2344618519050759
rusher::Jayon Brown,-0.1445701722963504
rusher::Jeffery Simmons,-0.06962759233067768
rusher::Jeremiah Attaochu,-0.15462600508446012
rusher::Jeremiah Owusu-Koramoah,0.6403550645535263
rusher::Jermaine Carter Jr.,0.5524418466717124
rusher::Jermaine Johnson II,0.0427541122952501
rusher::Jerome Baker,-0.198683621346719
rusher::Jerry Hughes,0.26387478637253947
rusher::Jerry Tillery,-0.009430823355389351
rusher::Jessie Lemonier,-0.18722474444150913
rusher::Jihad Ward,0.08104261286717136
rusher::Joe Bachie,0.07606692361290553
rusher::Joe Gaziano,-0.06470959162698073
rusher::Joe Jackson,-0.17852285381261887
rusher::Joe Schobert,-0.08748919909889996
rusher::Joe Thomas,0.08079335048680145
rusher::Joe Tryon-Shoyinka,-0.041817582586562214
rusher::Joe Walker,-0.08401270264020037
rusher::Joey Bosa,0.1457574738907597
rusher::John Cominsky,0.15657613279935867
rusher::John Franklin-Myers,0.031101395846889576
rusher::John Jenkins,0.021007109735315273
rusher::John Penisini,-0.04311337408768222
rusher::John Simon,-0.13284118716426538
rusher::Johnathan Hankins,0.13595656553319518
rusher::Jonas Griffith,-0.1017829014284873
rusher::Jonathan Allen,0.2422961988353011
rusher::Jonathan Bostic,0.27121408017614757
rusher::Jonathan Bullard,-0.025615437777015075
rusher::Jonathan Garvin,-0.27789752195156403
rusher::Jonathan Greenard,0.10815993461611295
rusher::Jonathan Harris,-0.13800037997373601
rusher::Jonathan Ledbetter,-0.027331921481325776
rusher::Jonathan Marshall,0.3024824406078191
rusher::Jonathon Cooper,-0.21748454783477938
rusher::Jordan Elliott,-0.008434284311995806
rusher::Jordan Evans,0.015568091863262395
rusher::Jordan Hicks,0.19411438039236692
rusher::Jordan Jenkins,0.17544343890933384
rusher::Jordan Phillips,-0.19424887721070205
rusher::Jordan Smith,-0.11990652893228931
rusher::Jordan Willis,-0.1876321109808809
rusher::Jordyn Brooks,0.23370175105503824
rusher::Joseph Jones,-0.16455427448422733
rusher::Josey Jewell,0.023897243796498213
rusher::Josh Allen,0.5094025938034916
rusher::Josh Bynes,0.2746501487851237
rusher::Josh Mauro,-0.08878987413511993
rusher::Josh Sweat,0.23401814344650645
rusher::Josh Tupou,-0.1299929655986016
rusher::Josh Uche,-0.21303280033861588
rusher::Josh Woods,0.21823788308530415
rusher::Joshua Kaindoh,0.2319792459005025
rusher::Josiah Bronson,-0.37481951236923045
rusher::Julian Okwara,-0.06559746974991419
rusher::Julian Stanford,0.08629898276400468
rusher::Justin Ellis,-0.30445161992469094
rusher::Justin Hamilton,0.09295728555090514
rusher::Justin Hollins,0.0847071702085934
rusher::Justin Houston,0.018723652330271807
rusher::Justin Jones,-0.10892727229091476
rusher::Justin Lawler,0.011743777692465335
rusher::Justin Madubuike,0.12391739411745607
rusher::Justin Strnad,-0.020579327132170203
rusher::Justin Zimmer,-0.012141252392889037
rusher::K.J. Wright,-0.033198292894370623
rusher::K'Lavon Chaisson,-0.14456650526024167
rusher::Kaden Elliss,-0.19945217832036813
rusher::Kahlil Mckenzie,-0.08149238692367111
rusher::Kamal Martin,-0.034479578936086906
rusher::Kamu Grugier-Hill,0.4358937305680595
rusher::Keandre Jones,-0.029131519366168507
rusher::Keanu Neal,-0.46877107885045827
rusher::Kemoko Turay,-0.24014877722273095
rusher::Kendal Vickers,-0.05471368213183385
rusher::Kenneth Murray Jr.,0.1725630625347604
rusher::Kenny Clark,0.12162136363152838
rusher::Kenny Willekes,-0.4994281197361936
rusher::Kenny Young,-0.003990078353115824
rusher::Kentavius Street,0.10714324651149902
rusher::Kerry Hyder Jr.,-0.26078718755330516
rusher::Kevin Givens,0.19391999802976195
rusher::Kevin Minter,0.030357356583974884
rusher::Kevin Pierre-Louis,-0.018953126517331324
rusher::Kevin Strong,-0.0445154286446255
rusher::Khaleke Hudson,0.06289215631192371
rusher::Khalen Saunders,-0.06574527540223393
rusher::Khalid Kareem,-0.32092517585731833
rusher::Khalil Davis,-0.021760418249040268
rusher::Khalil Mack,0.26297375093420716
rusher::Khyiris Tonga,0.15845791704503712
rusher::Kingsley Keke,-0.19264824608508652
rusher::Kristian Welch,0.0038944939234019597
rusher::Krys Barnes,-0.15617293140355382
rusher::Kwity Paye,-0.05551055733791029
rusher::Kwon Alexander,0.09235899443376594
rusher::Kyle Peko,0.20647913512896107
rusher::Kyle Phillips,-0.1930461159007865
rusher::Kyle Van Noy,-0.06597941746414862
rusher::Kyler Fackrell,-0.12099732261220723
rusher::Kylie Fitts,-0.09212558945828676
rusher::Kyzir White,-0.14691778360257043
rusher::L.J. Collier,0.20063478390170048
rusher::La'Darius Hamilton,0.02550508089518342
rusher::Ladarius Hamilton,-0.04860350505620795
rusher::Larrell Murchison,0.22100884132752543
rusher::Larry Ogunjobi,0.06418412152606123
rusher::Lavonte David,-0.045667949697731164
rusher::Lawrence Guy,0.19422158626403918
rusher::Ledarius Mack,-0.035056968739471055
rusher::Leighton Vander Esch,-0.28036377919753697
rusher::Leki Fotu,-0.008373947944882438
rusher::Leonard Floyd,-0.13388779509333618
rusher::Leonard Williams,-0.12292654964345714
rusher::Lerentee Mccray,-0.16678816231504984
rusher::Levi Onwuzurike,-0.028210254221694923
rusher::Linval Joseph,0.10147362720121127
rusher::Logan Wilson,0.04147486164479987
rusher::Lorenzo Carter,-0.4058070849839112
rusher::Luke Gifford,-0.03759998602536223
rusher::Mack Wilson Sr.,-0.03617056267762313
rusher::Malcolm Koonce,-0.29535408864757484
rusher::Malcolm Roach,0.2056950889361307
rusher::Malcolm Smith,0.07133466199805982
rusher::Malcom Brown,0.334993100753039
rusher::Maliek Collins,0.2668522183376993
rusher::Malik Harrison,0.10529817643220024
rusher::Malik Jackson,-0.21687485774154985
rusher::Malik Mcdowell,0.21031067863045744
rusher::Malik Reed,-0.30234414832973394
rusher::Marcell Harris,-0.3007610860002225
rusher::Marcus Allen,-0.046374667106343616
rusher::Marcus Davenport,0.1181185519029701
rusher::Margus Hunt,-0.04598994236467531
rusher::Mario Addison,0.22097463271396786
rusher::Mario Edwards Jr.,0.0883709555261339
rusher::Markus Bailey,-0.0881228316751801
rusher::Markus Golden,-0.10517348128708362
rusher::Marlon Davidson,-0.2914071360028234
rusher::Marlon Tuipulotu,-0.2285680862629776
rusher::Marquel Lee,-0.13992355192150133
rusher::Marquis Haynes Sr.,-0.1359425407130914
rusher::Marquise Copeland,-0.12311131435744435
rusher::Marquiss Spencer,-0.07632966620626655
rusher::Marvin Wilson,-0.007781188258381176
rusher::Matt Ioannidis,0.06395662599372277
rusher::Matt Milano,0.35740586469971486
rusher::Matthew Judon,-0.10644464372430344
rusher::Maurice Hurst,0.37755615838146506
rusher::Maxx Crosby,0.17235735782886563
rusher::Mctelvin Agim,-0.05895123360481112
rusher::Melvin Ingram,-0.24686612570192382
rusher::Micah Kiser,0.21696199801073723
rusher::Micah Parsons,0.27223891063341477
rusher::Michael Brockers,-0.1649206212960722
rusher::Michael Dogbe,-0.012123317040869965
rusher::Michael Dwumfour,0.343967966018095
rusher::Michael Hoecht,-0.12493823223697337
rusher::Michael Pierce,0.07805667069883346
rusher::Mike Daniels,0.1666749746090802
rusher::Mike Danna,-0.3528291003614178
rusher::Mike Pennel,0.14359858114906277
rusher::Mike Purcell,0.2509956414250298
rusher::Milton Williams,0.2950369122312691
rusher::Montez Sweat,-0.34049785476691075
rusher::Montravius Adams,0.15276409164345703
rusher::Monty Rice,0.12813350460147205
rusher::Morgan Fox,0.07323872454539868
rusher::Mykal Walker,-0.1300639193490704
rusher::Myles Adams,0.09680640602474858
rusher::Myles Garrett,0.4288447258659992
rusher::Myles Jack,0.03416518952257253
rusher::Naquan Jones,-0.15285482826170488
rusher::Nate Orchard,-0.01717364883230757
rusher::Nathan Landman,-0.04464274620966122
rusher::Nathan Shepherd,0.3377286774856888
rusher::Ndamukong Suh,0.23052124179922134
rusher::Neville Gallimore,-0.05809912571777358
rusher::Neville Hewitt,0.005171565077438149
rusher::Nick Bolton,0.13331882554297983
rusher::Nick Bosa,0.031428089135177945
rusher::Nick Dzubnar,-0.07796121307702644
rusher::Nick Kwiatkoski,0.016924645872081413
rusher::Nick Niemann,-0.08747177594761832
rusher::Nick Thurman,-0.022944647138753483
rusher::Nick Vigil,0.006364953854106888
rusher::Nick Williams,-0.29165356385814695
rusher::Noah Dawkins,0.043494646774336045
rusher::Noah Spence,0.11690685280182361
rusher::Odafe Oweh,0.1221331496234417
rusher::Ogbonnia Okoronkwo,-0.008346259697040777
rusher::Ola Adeniyi,-0.2755506491646305
rusher::Oren Burks,-0.07039514857063203
rusher::Osa Odighizuwa,0.0047106257652631475
rusher::Oshane Ximines,-0.3894826690755106
rusher::Otito Ogbonnia,-0.10673632401220988
rusher::P.J. Williams,0.021937734513764108
rusher::Patrick Johnson,0.010933770322610429
rusher::Patrick Jones II,-0.018462231422519303
rusher::Patrick O'Connor,0.0921732534522267
rusher::Patrick Queen,0.4773101327645706
rusher::Payton Turner,-0.17580662482222653
rusher::Pernell Mcphee,-0.2703917903211012
rusher::Pete Werner,0.18565969653767414
rusher::Phil Hoskins,0.09275686773890876
rusher::Pita Taumoepenu,-0.01939214726709486
rusher::Poona Ford,0.2020831368063004
rusher::Porter Gustin,-0.2186961483665445
rusher::Preston Smith,-0.14977961561151798
rusher::Quincy Roche,-0.2505714898708594
rusher::Quincy Williams,-0.07463089207723206
rusher::Quinnen Williams,0.37875028943658773
rusher::Quinton Bohanna,0.04428867595108883
rusher::Quinton Jefferson,0.05276720204722695
rusher::Raekwon Davis,-0.04757127688011765
rusher::Raequan Williams,0.042602306926986896
rusher::Rakeem Nunez-Roches,0.1995553149860544
rusher::Randy Gregory,-0.11651128552317003
rusher::Rashaan Evans,0.11953430687697575
rusher::Rashad Weaver,0.0049143164346091405
rusher::Rashan Gary,-0.17771335342993475
rusher::Rashard Lawrence,-0.07575351992746143
rusher::Rasheem Green,-0.10953171543877324
rusher::Rashod Berry,-0.17750537024729848
rusher::Raymond Johnson III,-0.08442915144069724
rusher::Reggie Ragland,0.15699986265614882
rusher::Reginald Mckenzie,0.12485913754217927
rusher::Renell Wren,-0.09942805865623532
rusher::Robert Nkemdiche,0.06109491344166711
rusher::Robert Quinn,0.37007554134613857
rusher::Robert Spillane,-0.06561166076128191
rusher::Romeo Okwara,-0.08468781733302233
rusher::Ron'Dell Carter,-0.10298371786556718
rusher::Ronald Blair,-0.053510500887414734
rusher::Roquan Smith,0.22974122455728108
rusher::Ross Blacklock,0.0036305789160086784
rusher::Roy Lopez,0.059571520442350284
rusher::Roy Robertson-Harris,0.39543067343120053
rusher::Ryan Kerrigan,0.055693721349366156
rusher::Sam Eguavoen,0.07423326307479296
rusher::Sam Hubbard,-0.21501954503726242
rusher::Sam Kamara,0.004076396021393961
rusher::Samson Ebukam,-0.1138126127541212
rusher::Samuel Eguavoen,-0.014905264731483374
rusher::Shaka Toney,0.019717599598207805
rusher::Shamar Stephen,-0.2942779843950248
rusher::Shaq Lawson,-0.1354543274532924
rusher::Shaq Thompson,0.12435278581215505
rusher::Shaquil Barrett,-0.13846254907095346
rusher::Shaquille Quarterman,-0.11629838227117097
rusher::Sharif Finch,0.1437417287945289
rusher::Shaun Bradley,-0.1124847009710581
rusher::Shelby Harris,-0.20494414999076305
rusher::Sheldon Day,0.0483267463362635
rusher::Sheldon Rankins,0.23010411745343626
rusher::Sheldon Richardson,-0.2768516982535339
rusher::Shy Tuttle,-0.16084113301492123
rusher::Sione Takitaki,0.10550919037915828
rusher::Solomon Thomas,0.05517169505955091
rusher::Star Lotulelei,0.17260766748955433
rusher::Stephen Weatherly,-0.208031838617889
rusher::Steve Mclendon,-0.011571940827716436
rusher::Steven Means,-0.229195949224671
rusher::T.J. Edwards,0.08869399031690654
rusher::T.J. Slaton,0.11907627388102365
rusher::T.J. Watt,0.3101627301726755
rusher::T.Y. Mcgill,0.031850936742753085
rusher::Ta'Quon Graham,-0.04292712907144072
rusher::Taco Charlton,-0.2578944459977035
rusher::Tae Crowder,0.47463760991051923
rusher::Takkarist Mckinley,-0.06199617925217685
rusher::Tanner Vallejo,0.012504119062896099
rusher::Tanoh Kpassagnon,-0.24999787434497198
rusher::Tarell Basham,-0.06714066114088363
rusher::Tarron Jackson,0.1403039817280339
rusher::Tashawn Bower,-0.13089536832638093
rusher::Taven Bryan,0.47530040888608943
rusher::Taylor Stallworth,-0.11011247413893706
rusher::Teair Tart,0.03083499804827631
rusher::Terrell Lewis,-0.14157729451542397
rusher::Tershawn Wharton,0.2205124620027985
rusher::Tim Settle,0.33464203685891314
rusher::Tim Ward,-0.019989600916077942
rusher::Tipa Galeai,-0.0953540973613861
rusher::Tommy Togiai,-0.11173893260983286
rusher::Travin Howard,0.008461548139711294
rusher::Tremaine Edmunds,0.27438830758519367
rusher::Trent Harris,-0.1618318435012008
rusher::Trevis Gipson,-0.011951610558476213
rusher::Trey Flowers,-0.2582285932865433
rusher::Trey Hendrickson,0.10684150341615174
rusher::Troy Dye,-0.18802667980990603
rusher::Troy Reeder,0.5852974048308763
rusher::Trysten Hill,-0.023453886981866335
rusher::Ty Summers,0.02255121873327016
rusher::Tyeler Davison,0.07329066685719175
rusher::Tyler Lancaster,0.06591880558313751
rusher::Tyler Matakevich,-0.0680935561822581
rusher::Tyler Shelvin,0.03777329202479471
rusher::Tyquan Lewis,-0.034383467246484646
rusher::Tyrel Dodson,0.24930288555262664
rusher::Tyrell Adams,-0.018175840450912827
rusher::Tyson Alualu,-0.06436367502308456
rusher::Tyus Bowser,-0.12995990804030047
rusher::Uchenna Nwosu,-0.1869175714709211
rusher::Ulysees Gilbert III,-0.01128188376508988
rusher::Vernon Butler,0.12683112390653517
rusher::Victor Dimukeje,-0.08818275637361708
rusher::Vince Biegel,0.030870963573112233
rusher::Vincent Taylor,0.09125102244688126
rusher::Vita Vea,0.40376774042758423
rusher::Von Miller,-0.04279059080617574
rusher::Whitney Mercilus,-0.1782094882700684
rusher::Will Bradley-King,0.018082972345209978
rusher::William Gholston,0.06013357921480042
rusher::Willie Gay,0.05909765791234765
rusher::Woodrow Hamilton,0.040378965023240454
rusher::Wyatt Ray,0.07189815510061943
rusher::Wyatt Raymond,-0.3911013892110454
rusher::Xavier Williams,0.046885903478584616
rusher::Yannick Ngakoue,-0.03658779603501065
rusher::Yetur Gross-Matos,0.04641944440341387
rusher::Za'Darius Smith,0.07642864947124081
rusher::Zach Allen,-0.24645281264511704
rusher::Zach Cunningham,0.2425297249450736
rusher::Zach Kerr,0.32074964737787304
rusher::Zach Sieler,0.06489035966163574
rusher::Zack Baun,0.19124942601579895
rusher::Zaire Franklin,0.01802017285515258
rusher::Zaven Collins,0.11864308182232133
blocker::A.J. Cann,-0.13273911314074702
