player_name,role,bt_logit_score,elo_like_score,coefficient_source
Charles Leno Jr.,Blocker,0.03963294215071541,1006.9471092592831,lambda.min
Jamin Davis,Rusher,0.039621077376554945,1006.9450481369043,lambda.min
Curtis Robinson,Rusher,0.039578954815473404,1006.9377306985679,lambda.min
Jason Kelce,Blocker,0.03949704452945561,1006.9235014244764,lambda.min
Albert Huggins,Rusher,0.03886312304137977,1006.8133779827839,lambda.min
Austin Calitro,Rusher,0.038737289738625565,1006.7915184991735,lambda.min
Steve Mclendon,Rusher,0.03836563067808757,1006.7269547075172,lambda.min
Azur Kamara,Rusher,0.03816659772460614,1006.6923791421516,lambda.min
Ike Boettger,Blocker,0.03749152662106219,1006.575107280087,lambda.min
Braxton Hoyett,Rusher,0.037461452202227415,1006.5698828184285,lambda.min
